,personUri,personLabel,birthYear,gender,countries,continents,fields
0,http://www.wikidata.org/entity/Q54553381,Waverly Lowell,1951,female,United States,North America,"library science, history of architecture, curating, archival science"
1,http://www.wikidata.org/entity/Q20164843,Günter Buchstab,1944,male,Germany,Europe,
2,http://www.wikidata.org/entity/Q2637717,Albert Bruckner,1904,male,Switzerland,Europe,"medieval studies, archival science, palaeography, history"
3,http://www.wikidata.org/entity/Q5783602,Conrado Morterero Simón,1915,male,Spain,Europe,
4,http://www.wikidata.org/entity/Q15429548,Karlheinz Geppert,1955,male,Germany,Europe,
5,http://www.wikidata.org/entity/Q35848593,Jean Rott,1911,male,France,Europe,
6,http://www.wikidata.org/entity/Q47486900,Ulrich Nachbaur,1962,male,Austria,Europe,
7,http://www.wikidata.org/entity/Q115776988,Josep Sanfeliu i Vernis,1913,male,Spain,Europe,
8,http://www.wikidata.org/entity/Q56479112,Edward B. Moogk,1914,male,Canada,North America,
9,http://www.wikidata.org/entity/Q94657342,Martha Royce Blaine,1923,female,United States,North America,
10,http://www.wikidata.org/entity/Q111028979,Kurt Hochstuhl,1954,male,Germany,Europe,
11,http://www.wikidata.org/entity/Q18020779,Heinrich Börsting,1900,male,Germany,Europe,
12,http://www.wikidata.org/entity/Q569637,Joaquín Albareda y Ramoneda,1892,male,Spain,Europe,history
13,http://www.wikidata.org/entity/Q566270,Annemarie Fenzl,1945,female,Austria,Europe,
14,http://www.wikidata.org/entity/Q3754176,Ricardo Baroja,1871,male,Spain,Europe,"literature, engraving, printmaking, book illustration, art of painting"
15,http://www.wikidata.org/entity/Q3018714,David Rome,1911,male,Canada,North America,
16,http://www.wikidata.org/entity/Q107378439,Firmin S. Prast,1882,male,"Austria, Cisleithania",Europe,
17,http://www.wikidata.org/entity/Q42380081,Benoît Jullien,1961,male,France,Europe,
18,http://www.wikidata.org/entity/Q1460635,Friedrich Küch,1863,male,Germany,Europe,
19,http://www.wikidata.org/entity/Q95175299,František Křížek,1909,male,Czechoslovakia,Europe,"archival science, educational system, local history"
20,http://www.wikidata.org/entity/Q41665925,Bertrand Joly,1979,male,France,Europe,"archival science, historiography"
21,http://www.wikidata.org/entity/Q95182513,Ladislav Lysa,1895,male,Czechoslovakia,Europe,
22,http://www.wikidata.org/entity/Q21003258,María del Pilar Fernández Vega,1895,female,Spain,Europe,
23,http://www.wikidata.org/entity/Q114079576,Mitja Sadek,1976,male,Slovenia,Europe,
24,http://www.wikidata.org/entity/Q95091985,Josef Letocha,1905,male,Czechoslovakia,Europe,
25,http://www.wikidata.org/entity/Q104661712,Josefina Cubells i Llorens,1927,female,Spain,Europe,
26,http://www.wikidata.org/entity/Q1352566,Erich Kittel,1902,male,Germany,Europe,
27,http://www.wikidata.org/entity/Q1928713,Michael Nedo,1940,male,Germany,Europe,digital humanities
28,http://www.wikidata.org/entity/Q1234306,Iván Pető,1946,male,Hungary,Europe,
29,http://www.wikidata.org/entity/Q82027601,Filippo Noberasco,1883,male,Kingdom of Italy,Europe,
30,http://www.wikidata.org/entity/Q1886205,Johan Been,1859,male,Kingdom of the Netherlands,Europe,
31,http://www.wikidata.org/entity/Q11779644,Mieczysław Bandurka,1927,male,Poland,Europe,
32,http://www.wikidata.org/entity/Q112565665,Svetlana Dolgova,1932,female,Soviet Union,"Europe, Asia","history of literature, regional history, cultural history, archival science"
33,http://www.wikidata.org/entity/Q7812824,František Roubík,1890,male,Czechoslovakia,Europe,"bibliography, literature, history"
34,http://www.wikidata.org/entity/Q95137172,Václav Bartůšek,1951,male,Czechoslovakia,Europe,
35,http://www.wikidata.org/entity/Q16519450,Kálmán Eperjessy,1893,male,Hungary,Europe,
36,http://www.wikidata.org/entity/Q4413678,Q4413678,1856,male,Russian Empire,North America,"archival science, archaeography, regional history"
37,http://www.wikidata.org/entity/Q15066779,Viktor Zaytsev,1951,male,"Soviet Union, Russia","Asia, Europe",
38,http://www.wikidata.org/entity/Q109928820,Christian Mollier,1958,male,France,Europe,
39,http://www.wikidata.org/entity/Q1536297,Helmut Beumann,1912,male,Germany,Europe,
40,http://www.wikidata.org/entity/Q88318672,Cenek Sames,1902,male,Czechoslovakia,Europe,
41,http://www.wikidata.org/entity/Q4954934,Anna Hude,1858,female,Kingdom of Denmark,Europe,
42,http://www.wikidata.org/entity/Q5935975,José Ignacio Rubio Mañé,1904,male,Mexico,North America,
43,http://www.wikidata.org/entity/Q35118120,Pierre-François Fournier,1885,male,France,Europe,
44,http://www.wikidata.org/entity/Q1410078,Richard Walter Franke,1905,male,Germany,Europe,
45,http://www.wikidata.org/entity/Q36365551,Monique Hébert,1916,female,France,Europe,
46,http://www.wikidata.org/entity/Q94849662,Rudolf Till,1906,male,"Austria, Cisleithania",Europe,
47,http://www.wikidata.org/entity/Q122298177,Justus Murunga Wamukoya,1951,male,Kenya,Africa,
48,http://www.wikidata.org/entity/Q104772175,Egon Renner,1935,male,Germany,Europe,
49,http://www.wikidata.org/entity/Q95121600,František Forst,1900,male,Czechoslovakia,Europe,
50,http://www.wikidata.org/entity/Q85421610,Carmen Dore,1869,male,Italy,Europe,
51,http://www.wikidata.org/entity/Q134980724,Q134980724,1907,female,Germany,Europe,
52,http://www.wikidata.org/entity/Q102828,Ralf Blank,1962,male,Germany,Europe,
53,http://www.wikidata.org/entity/Q54864589,Ignacio Rubio y Cambronero,1895,male,Spain,Europe,
54,http://www.wikidata.org/entity/Q123857366,Marcelle Brunet,1903,female,France,Europe,French porcelain
55,http://www.wikidata.org/entity/Q13419887,Mateu Obrador,1852,male,Spain,Europe,
56,http://www.wikidata.org/entity/Q131754129,Q131754129,1967,female,Germany,Europe,
57,http://www.wikidata.org/entity/Q113393520,Ferenc Szabó,1935,male,Hungary,Europe,
58,http://www.wikidata.org/entity/Q133874877,Q133874877,1855,male,"Soviet Union, Russian Empire","Asia, Europe, North America",
59,http://www.wikidata.org/entity/Q3175110,Jean Wirth,1947,male,France,Europe,"medieval art, archival science, palaeography, art history"
60,http://www.wikidata.org/entity/Q48287006,Grethe Ilsøe,1933,female,Kingdom of Denmark,Europe,
61,http://www.wikidata.org/entity/Q104698805,María Martínez Aparicio,1913,female,Spain,Europe,
62,http://www.wikidata.org/entity/Q16065215,Svend Aakjær,1894,male,Kingdom of Denmark,Europe,
63,http://www.wikidata.org/entity/Q113811258,Zoltán Lukácsi,1968,male,Hungary,Europe,
64,http://www.wikidata.org/entity/Q95778737,David Alister Colquhoun,1951,male,New Zealand,Oceania,
65,http://www.wikidata.org/entity/Q104631188,María del Carmen Villanueva Rico,1910,female,Spain,Europe,
66,http://www.wikidata.org/entity/Q113775179,Vjačeslav V. Šapošnik,1967,male,Russia,Europe,"history, history of Christianity, cultural history, archival science"
67,http://www.wikidata.org/entity/Q21531468,Alexandr Berndorf,1889,male,Czechoslovakia,Europe,
68,http://www.wikidata.org/entity/Q53944352,Hans Brokken,1940,male,Kingdom of the Netherlands,Europe,
69,http://www.wikidata.org/entity/Q96764008,Mary Purcell,1906,female,Ireland,Europe,
70,http://www.wikidata.org/entity/Q1474523,Oskar Regele,1890,male,Austria,Europe,
71,http://www.wikidata.org/entity/Q62010358,Charlotte Capers,1913,female,United States,North America,
72,http://www.wikidata.org/entity/Q26092326,Adolf Müller,1863,male,Germany,Europe,
73,http://www.wikidata.org/entity/Q6176252,Jeffrey S. Grenier,1967,male,United States,North America,
74,http://www.wikidata.org/entity/Q15453460,Joseph Milz,1934,male,Germany,Europe,
75,http://www.wikidata.org/entity/Q137599,Marianne Mulon,1927,female,France,Europe,
76,http://www.wikidata.org/entity/Q11748691,Krystyna Górska-Gołaska,1929,female,Poland,Europe,medieval studies
77,http://www.wikidata.org/entity/Q42319143,Paul Cattin,1943,male,France,Europe,
78,http://www.wikidata.org/entity/Q17100045,Thomas McAdory Owen,1866,male,United States,North America,
79,http://www.wikidata.org/entity/Q134304575,Massimo Angeleri,1971,male,Italy,Europe,
80,http://www.wikidata.org/entity/Q2036690,Otakar Odložilík,1899,male,United States,North America,"archival science, history, education"
81,http://www.wikidata.org/entity/Q17447060,Paulopriit Voolaine,1899,male,Estonia,Europe,
82,http://www.wikidata.org/entity/Q93935585,Eberhard Matthes,1905,male,Germany,Europe,
83,http://www.wikidata.org/entity/Q36331185,Maurice Degros,1912,male,France,Europe,
84,http://www.wikidata.org/entity/Q113775078,Irmgard Stamm,1957,female,"Russia, Germany",Europe,"pedagogy, cultural studies, European ethnology (Volkskunde)"
85,http://www.wikidata.org/entity/Q129843923,Hassim Tall Boukambou,1972,male,Republic of the Congo,Africa,
86,http://www.wikidata.org/entity/Q15679994,Zdeněk Kristen,1902,male,Czechoslovakia,Europe,
87,http://www.wikidata.org/entity/Q62578081,Genevieve Oswald,1921,female,United States,North America,
88,http://www.wikidata.org/entity/Q36177566,Mathieu Méras,1923,male,France,Europe,
89,http://www.wikidata.org/entity/Q5671590,Harry Piers,1870,male,Canada,North America,
90,http://www.wikidata.org/entity/Q2149310,Richard Dertsch,1894,male,Germany,Europe,"history, library science, archival science"
91,http://www.wikidata.org/entity/Q99716,Berent Schwineköper,1912,male,"German Democratic Republic, Germany",Europe,"archival science, history"
92,http://www.wikidata.org/entity/Q1592834,Veit Valentin,1885,male,Germany,Europe,
93,http://www.wikidata.org/entity/Q97552,Eugen Ewig,1913,male,Germany,Europe,"history, Middle Ages, medieval studies"
94,http://www.wikidata.org/entity/Q12278057,Diamandi Ihchiev,1854,male,"Bulgaria, Ottoman Empire","Europe, Asia, Africa",
95,http://www.wikidata.org/entity/Q1662975,Ingelore Buchholz,1936,female,Germany,Europe,
96,http://www.wikidata.org/entity/Q100330020,Reinhold Aigner,1920,male,Austria,Europe,
97,http://www.wikidata.org/entity/Q34663319,Maurice de Tribolet,1939,male,Switzerland,Europe,
98,http://www.wikidata.org/entity/Q113806187,Domenico Corsi,1905,male,"Italy, Kingdom of Italy",Europe,
99,http://www.wikidata.org/entity/Q35979776,Arlette Playoust,1937,female,France,Europe,
100,http://www.wikidata.org/entity/Q9302569,Radosław Gaziński,1960,male,Poland,Europe,
101,http://www.wikidata.org/entity/Q75349484,Colette Chambelland,1930,female,France,Europe,
102,http://www.wikidata.org/entity/Q79988552,José Álvarez Sáenz de Buruaga,1916,male,Spain,Europe,
103,http://www.wikidata.org/entity/Q87401315,Alejandro Mario Diéguez,1963,male,Argentina,South America,
104,http://www.wikidata.org/entity/Q95183171,Hynek Gross,1859,male,Czechoslovakia,Europe,"history, archival science"
105,http://www.wikidata.org/entity/Q16583747,José Ramón Cruz Mundet,1960,male,Spain,Europe,
106,http://www.wikidata.org/entity/Q1874226,Ludwig Biewer,1949,male,Germany,Europe,
107,http://www.wikidata.org/entity/Q59529143,Othmar Wonisch,1884,male,"Germany, Austria",Europe,
108,http://www.wikidata.org/entity/Q24203299,Morris L. Radoff,1905,male,United States,North America,
109,http://www.wikidata.org/entity/Q55847975,Werner Ohnsorge,1904,male,Germany,Europe,"Byzantine studies, archival science"
110,http://www.wikidata.org/entity/Q5714532,Lars Ericson Wolke,1957,male,"Sweden, Finland",Europe,military history
111,http://www.wikidata.org/entity/Q59629825,Carmen Crespo Nogueira,1924,female,Spain,Europe,
112,http://www.wikidata.org/entity/Q24026882,Florian Watzl,1870,male,Austria–Hungary,Europe,
113,http://www.wikidata.org/entity/Q104552887,María Victoria González Mateos,1908,female,Spain,Europe,
114,http://www.wikidata.org/entity/Q1359809,Ernst Posner,1892,male,"Germany, United States","Europe, North America",
115,http://www.wikidata.org/entity/Q17484910,Michael Crone,1985,male,Germany,Europe,
116,http://www.wikidata.org/entity/Q15429741,Mahesh Chandra Regmi,1929,male,Nepal,Asia,
117,http://www.wikidata.org/entity/Q6233875,"John Francis Charles, 7th Count de Salis-Soglio",1864,male,"United Kingdom, United Kingdom of Great Britain and Ireland",Europe,
118,http://www.wikidata.org/entity/Q5234644,David Hall,1916,male,United States,North America,
119,http://www.wikidata.org/entity/Q95250830,Wilhelm Wadl,1954,male,Austria,Europe,
120,http://www.wikidata.org/entity/Q11897368,Győző Dvortsák,1878,male,"Hungary, France",Europe,
121,http://www.wikidata.org/entity/Q95170572,Hubert Valášek,1949,male,Czechoslovakia,Europe,"history of archival science, industrial history, archival science, climatology"
122,http://www.wikidata.org/entity/Q1490053,Jean-Claude Schmitt,1946,male,France,Europe,
123,http://www.wikidata.org/entity/Q111077223,Donald Crafton,1947,male,United States,North America,"film studies, history of film"
124,http://www.wikidata.org/entity/Q123530375,József Hudi,1956,male,Hungary,Europe,
125,http://www.wikidata.org/entity/Q60837646,Alojzy Winiarz,1868,male,Poland,Europe,"legal history, medieval studies"
126,http://www.wikidata.org/entity/Q5205315,DJ Flash,1957,male,United States,North America,
127,http://www.wikidata.org/entity/Q108669089,Cristina Francioli,1958,female,Italy,Europe,
128,http://www.wikidata.org/entity/Q55910763,Werner Schnyder,1899,male,Switzerland,Europe,
129,http://www.wikidata.org/entity/Q59527422,Miroslav Flodr,1929,male,"Czech Republic, Czechoslovakia",Europe,"auxiliary science of history, medieval studies, town privileges, archival science"
130,http://www.wikidata.org/entity/Q2588545,Wolf-Rüdiger Schleidgen,1948,male,Germany,Europe,
131,http://www.wikidata.org/entity/Q34832388,Julien L'Hermitte,1863,male,France,Europe,
132,http://www.wikidata.org/entity/Q3341054,Nicole Gotteri,1937,female,France,Europe,
133,http://www.wikidata.org/entity/Q67154940,Kathleen D. Roe,1950,female,United States,North America,
134,http://www.wikidata.org/entity/Q41432093,Louis Faivre d'Arcier,1975,male,France,Europe,
135,http://www.wikidata.org/entity/Q589065,Anton Dörrer,1886,male,Austria,Europe,"archival science, folk culture, history of literature"
136,http://www.wikidata.org/entity/Q22114947,Czesław Biernat,1925,male,Poland,Europe,
137,http://www.wikidata.org/entity/Q113835653,Sara Janner,1961,female,Switzerland,Europe,
138,http://www.wikidata.org/entity/Q28415833,Václav Šrámek,1877,male,"Austria–Hungary, Czechoslovakia",Europe,"illustration, art of painting, curating, archival science"
139,http://www.wikidata.org/entity/Q590300,Anton Hoch,1914,male,Germany,Europe,
140,http://www.wikidata.org/entity/Q122214,Christian Anton Christoph Krollmann,1866,male,German Reich,Europe,
141,http://www.wikidata.org/entity/Q1715262,Jörg Brückner,1966,male,"German Democratic Republic, Germany",Europe,"archival science, history"
142,http://www.wikidata.org/entity/Q110212566,Danica Božić-Bužančić,1922,female,Croatia,Europe,
143,http://www.wikidata.org/entity/Q36158892,Yves Nédélec,1929,male,France,Europe,
144,http://www.wikidata.org/entity/Q3573413,Yves-Marie Bercé,1936,male,France,Europe,early modern period
145,http://www.wikidata.org/entity/Q47490852,Mieczysław Motas,1929,male,Poland,Europe,
146,http://www.wikidata.org/entity/Q65979646,Peter Pavel Klasinc,1946,male,Slovenia,Europe,
147,http://www.wikidata.org/entity/Q92918283,Giovanni Cecchini,1897,male,"Italy, Kingdom of Italy",Europe,
148,http://www.wikidata.org/entity/Q28064078,Florence W. J. Koorn,1951,female,Kingdom of the Netherlands,Europe,women's history
149,http://www.wikidata.org/entity/Q3086514,Françoise Hildesheimer,1949,female,France,Europe,
150,http://www.wikidata.org/entity/Q112057492,Heperi Mita,1986,male,New Zealand,Oceania,
151,http://www.wikidata.org/entity/Q20851391,Jacques Meurgey de Tupigny,1891,male,France,Europe,
152,http://www.wikidata.org/entity/Q1085018,Christoph Graf,1944,male,Switzerland,Europe,
153,http://www.wikidata.org/entity/Q82480683,Gilda Nicolai,1974,female,Italy,Europe,
154,http://www.wikidata.org/entity/Q3271808,Léopold Genicot,1914,male,Belgium,Europe,"medieval history, medieval studies"
155,http://www.wikidata.org/entity/Q93252645,Mirella Mombelli Castracane,1936,female,"Italy, Kingdom of Italy",Europe,
156,http://www.wikidata.org/entity/Q104639855,Juana Molina Fajardo,1907,female,Spain,Europe,
157,http://www.wikidata.org/entity/Q95187256,Julia Kahleyß,1978,female,Germany,Europe,
158,http://www.wikidata.org/entity/Q9370806,Wanda Maciejewska,1906,female,Poland,Europe,"history, archival science"
159,http://www.wikidata.org/entity/Q1602994,Hellmuth Gensicke,1917,male,Germany,Europe,
160,http://www.wikidata.org/entity/Q20752641,Werner Grünzweig,1959,male,Austria,Europe,
161,http://www.wikidata.org/entity/Q104601623,María Muñoz Cañizo,1904,female,Spain,Europe,
162,http://www.wikidata.org/entity/Q42329431,Rostislav Nový,1932,male,Czechoslovakia,Europe,
163,http://www.wikidata.org/entity/Q1797176,Paul Mitzschke,1853,male,Germany,Europe,
164,http://www.wikidata.org/entity/Q16556964,Hanna Surmach,1947,female,Belarus,Europe,
165,http://www.wikidata.org/entity/Q21606452,Isaiah Trunk,1905,male,Germany,Europe,
166,http://www.wikidata.org/entity/Q34810313,Louis Lempereur,1859,male,France,Europe,
167,http://www.wikidata.org/entity/Q28965728,Klaus von Andrian-Werburg,1930,male,Germany,Europe,
168,http://www.wikidata.org/entity/Q827855,Berthold Bretholz,1862,male,"Germany, Austria",Europe,
169,http://www.wikidata.org/entity/Q19960027,Viktor Karell,1898,male,Germany,Europe,
170,http://www.wikidata.org/entity/Q4299404,Lev Mozdalevsky,1902,male,"Russian Empire, Soviet Union","North America, Europe, Asia","archival science, Pushkin studies, history of literature, pedagogy"
171,http://www.wikidata.org/entity/Q39375132,Reiner Kammerl,1961,male,Germany,Europe,
172,http://www.wikidata.org/entity/Q93752386,Benjamin Bardy,1922,male,France,Europe,
173,http://www.wikidata.org/entity/Q20752405,Bettina Wischhöfer,1961,female,Germany,Europe,
174,http://www.wikidata.org/entity/Q123145,Lotte Knabe,1907,female,Germany,Europe,
175,http://www.wikidata.org/entity/Q95436860,Václav Podrabský,1879,male,Czechoslovakia,Europe,
176,http://www.wikidata.org/entity/Q11982036,Kristian Brinch Koren,1863,male,Norway,Europe,
177,http://www.wikidata.org/entity/Q4080959,Pavel Vladimirovich Bezobrazov,1859,male,Russian Empire,North America,
178,http://www.wikidata.org/entity/Q701340,Yevsevii Mandychesvky,1857,male,"Romania, Austria–Hungary",Europe,
179,http://www.wikidata.org/entity/Q95152858,Jindřich Schwippel,1935,male,Czechoslovakia,Europe,archival science
180,http://www.wikidata.org/entity/Q535912,Paul Spang,1922,male,Luxembourg,Europe,"regional history, archival science"
181,http://www.wikidata.org/entity/Q3172319,Jean Glénisson,1921,male,France,Europe,Papal States
182,http://www.wikidata.org/entity/Q97202076,Alfréd Czobor,1883,male,Hungary,Europe,
183,http://www.wikidata.org/entity/Q104629789,María Fernanda Iglesia Lesteiro,1930,female,Spain,Europe,
184,http://www.wikidata.org/entity/Q35105791,Robert André-Michel,1884,male,France,Europe,
185,http://www.wikidata.org/entity/Q21033477,Heinrich Türler,1861,male,Switzerland,Europe,"philology, Middle Ages, cultural history, archival science, law"
186,http://www.wikidata.org/entity/Q20679478,Leslie Shepard,1917,male,"United Kingdom, United Kingdom of Great Britain and Ireland",Europe,
187,http://www.wikidata.org/entity/Q12779909,Ernst Devrient,1873,male,Germany,Europe,"archival science, history, genealogy"
188,http://www.wikidata.org/entity/Q94826937,Salvatore Pescatori,1881,male,"Italy, Kingdom of Italy",Europe,
189,http://www.wikidata.org/entity/Q130384015,Peter Scheck,1956,male,Switzerland,Europe,
190,http://www.wikidata.org/entity/Q124519351,Moshe Dror,1951,male,Israel,Asia,political science
191,http://www.wikidata.org/entity/Q28723376,Alice Garrigoux,1917,female,France,Europe,
192,http://www.wikidata.org/entity/Q36360911,Yves Metman,1913,male,France,Europe,
193,http://www.wikidata.org/entity/Q82027860,Karl Schadelbauer,1902,male,Austria,Europe,
194,http://www.wikidata.org/entity/Q7307791,Reg Hartt,1946,male,Canada,North America,
195,http://www.wikidata.org/entity/Q2899549,Bertrand Gille,1920,male,France,Europe,
196,http://www.wikidata.org/entity/Q35880940,Annie Angremy,1938,female,France,Europe,
197,http://www.wikidata.org/entity/Q27832018,Harald Schieckel,1920,male,German Democratic Republic,Europe,
198,http://www.wikidata.org/entity/Q133651185,Soemartini,1930,female,Indonesia,Asia,
199,http://www.wikidata.org/entity/Q15436031,Wilhelm Kisky,1881,male,Germany,Europe,
200,http://www.wikidata.org/entity/Q21480457,Pilar Aróstegui,1944,female,Spain,Europe,
201,http://www.wikidata.org/entity/Q1545096,Gregor Hövelmann,1930,male,Germany,Europe,
202,http://www.wikidata.org/entity/Q95155474,Jaroslav Lošťák,1945,male,Czechoslovakia,Europe,
203,http://www.wikidata.org/entity/Q111665471,Július Bartl,1937,male,"Czechoslovakia, Slovakia",Europe,
204,http://www.wikidata.org/entity/Q25467579,István Kállay,1931,male,Hungary,Europe,
205,http://www.wikidata.org/entity/Q35157027,Robert Barroux,1899,male,France,Europe,
206,http://www.wikidata.org/entity/Q1360722,Ernst Ziegler,1938,male,Switzerland,Europe,"palaeography, history, archival science"
207,http://www.wikidata.org/entity/Q3288405,Marc Smith,1963,male,"United Kingdom, France",Europe,
208,http://www.wikidata.org/entity/Q1607342,Horst A. Wessel,1943,male,Germany,Europe,
209,http://www.wikidata.org/entity/Q21117994,Werner Querfeld,1929,male,Germany,Europe,
210,http://www.wikidata.org/entity/Q42575261,Henri Lemoine,1889,male,France,Europe,
211,http://www.wikidata.org/entity/Q2087636,Philippe Lauer,1874,male,France,Europe,
212,http://www.wikidata.org/entity/Q34662604,Brigitte Lainé,1942,female,France,Europe,
213,http://www.wikidata.org/entity/Q1662862,Ingeborg Bayer,1927,female,Germany,Europe,"creative and professional writing, children's and youth literature"
214,http://www.wikidata.org/entity/Q23908554,Péter Tamáska,1942,male,Hungary,Europe,
215,http://www.wikidata.org/entity/Q58003230,H. G. Jones,1924,male,United States,North America,
216,http://www.wikidata.org/entity/Q2638170,Albert Huyskens,1879,male,Germany,Europe,
217,http://www.wikidata.org/entity/Q21145021,Martha Levisman,1933,female,Argentina,South America,
218,http://www.wikidata.org/entity/Q109802809,Irina Rockel,1953,female,Germany,Europe,"archival science, history, local history, regional history"
219,http://www.wikidata.org/entity/Q61482541,Giuseppe Travali,1861,male,Kingdom of Italy,Europe,
220,http://www.wikidata.org/entity/Q5892410,Björn Jordell,1954,male,Sweden,Europe,
221,http://www.wikidata.org/entity/Q33285696,Jean-Marc Roger,1944,male,France,Europe,
222,http://www.wikidata.org/entity/Q30345851,V. V. Nechaev,1861,male,Russian Empire,North America,
223,http://www.wikidata.org/entity/Q101137282,Michèle Cloonan,1955,female,United States,North America,"information science, higher education institution, information and communications technology"
224,http://www.wikidata.org/entity/Q95477581,Eduard Svárovský,1888,male,Czechoslovakia,Europe,
225,http://www.wikidata.org/entity/Q3260563,Louis-Gilles Pairault,1974,male,France,Europe,"historical prose literature, municipal archive, literary activity, archival science"
226,http://www.wikidata.org/entity/Q36318052,André Villard,1913,male,France,Europe,
227,http://www.wikidata.org/entity/Q104778258,Francisco Rocher Jordá,1893,male,Spain,Europe,
228,http://www.wikidata.org/entity/Q12017449,František Rachlík,1904,male,Czechoslovakia,Europe,"humorous literature, journalism, literature, dramaturgy, theatre art, editing"
229,http://www.wikidata.org/entity/Q26464920,Wilhelm Kraus,1900,male,Austria,Europe,
230,http://www.wikidata.org/entity/Q121029050,Attiláné Kovács,1970,female,Hungary,Europe,
231,http://www.wikidata.org/entity/Q55844138,Friedrich Hegi,1878,male,Switzerland,Europe,
232,http://www.wikidata.org/entity/Q67153161,Agustín Ruiz Cabriada,1890,male,Spain,Europe,
233,http://www.wikidata.org/entity/Q1788790,Jakob Friis,1883,male,Norway,Europe,
234,http://www.wikidata.org/entity/Q714303,Artur Brabant,1870,male,Germany,Europe,
235,http://www.wikidata.org/entity/Q65892736,Katarina Kraševac,1966,female,Slovenia,Europe,
236,http://www.wikidata.org/entity/Q42314309,Alexandre Dafflon,1968,male,Switzerland,Europe,
237,http://www.wikidata.org/entity/Q3093731,Gabriel Esquer,1876,male,France,Europe,"palaeography, history, library science"
238,http://www.wikidata.org/entity/Q16130416,Yossi Barnea,1957,male,Israel,Asia,
239,http://www.wikidata.org/entity/Q95243163,Berthold Otto Černík,1879,male,Austria,Europe,
240,http://www.wikidata.org/entity/Q1611250,Herman Granier,1857,male,German Reich,Europe,
241,http://www.wikidata.org/entity/Q93431085,Francisco Fuster Ruiz,1941,male,Spain,Europe,
242,http://www.wikidata.org/entity/Q95486574,Magda Horsáková,1924,female,Czechoslovakia,Europe,
243,http://www.wikidata.org/entity/Q113737024,Margaret Truran,1953,female,"Italy, United Kingdom",Europe,
244,http://www.wikidata.org/entity/Q11685053,Joaquim Sarret i Arbós,1853,male,Spain,Europe,
245,http://www.wikidata.org/entity/Q50376487,María Concepción Contel Barea,1941,female,Spain,Europe,
246,http://www.wikidata.org/entity/Q12085932,Q12085932,1919,male,"Ukrainian Soviet Socialist Republic, Ukraine, Soviet Union","Europe, Asia","editing, archival science, history"
247,http://www.wikidata.org/entity/Q95230441,František Drkal,1901,male,Czechoslovakia,Europe,
248,http://www.wikidata.org/entity/Q1330031,Elisabeth Jäger,1912,female,Germany,Europe,
249,http://www.wikidata.org/entity/Q59530131,Armando Lodolini,1888,male,"Italy, Kingdom of Italy",Europe,
250,http://www.wikidata.org/entity/Q12378063,Valdur Ohmann,1958,male,Estonia,Europe,
251,http://www.wikidata.org/entity/Q119954140,Martin Jäger,1967,male,Switzerland,Europe,
252,http://www.wikidata.org/entity/Q108718189,Poul Rasmussen,1909,male,Kingdom of Denmark,Europe,history of agriculture
253,http://www.wikidata.org/entity/Q94769999,Pedro Arellano Sada,1897,male,Spain,Europe,
254,http://www.wikidata.org/entity/Q2757777,Liselotte Schließer,1918,female,Germany,Europe,
255,http://www.wikidata.org/entity/Q92095399,Júlia Klaniczay,1954,female,Hungary,Europe,
256,http://www.wikidata.org/entity/Q10853809,Antonín Dolenský,1884,male,Czechoslovakia,Europe,"bibliography, publishing, archival science, library science, editing, art history"
257,http://www.wikidata.org/entity/Q9345320,Stefan Rosiak,1897,male,Poland,Europe,history
258,http://www.wikidata.org/entity/Q19257138,Manuel Mundó i Marcet,1923,male,Spain,Europe,
259,http://www.wikidata.org/entity/Q36160622,Xavier du Boisrouvray,1927,male,France,Europe,
260,http://www.wikidata.org/entity/Q123561074,Mercedes Jiménez Bolívar,1966,female,Spain,Europe,
261,http://www.wikidata.org/entity/Q17748238,Helmut Presser,1914,male,Germany,Europe,
262,http://www.wikidata.org/entity/Q2173761,Rudolf Schreiber,1907,male,Germany,Europe,
263,http://www.wikidata.org/entity/Q3419136,Raoul Busquet,1881,male,France,Europe,
264,http://www.wikidata.org/entity/Q11737981,Kazimierz Kaczmarczyk,1878,male,Poland,Europe,"history, editing, legal history, archival science"
265,http://www.wikidata.org/entity/Q29017773,Javier González Cachafeiro,1978,male,Spain,Europe,
266,http://www.wikidata.org/entity/Q67622554,Karen Marie Olsen,1921,female,Kingdom of Denmark,Europe,
267,http://www.wikidata.org/entity/Q131988469,Q131988469,1910,male,"Nazi Germany, German Reich",Europe,
268,http://www.wikidata.org/entity/Q22328266,Jiří Hanzal,1945,male,"Czechoslovakia, Switzerland",Europe,
269,http://www.wikidata.org/entity/Q104549951,Attilio Baracchi,1859,male,Kingdom of Italy,Europe,
270,http://www.wikidata.org/entity/Q21208824,Lodovico Oberziner,1856,male,Kingdom of Italy,Europe,
271,http://www.wikidata.org/entity/Q42353268,Florence Greffe,1948,female,France,Europe,
272,http://www.wikidata.org/entity/Q5353198,Elaine Didier,1948,female,United States,North America,
273,http://www.wikidata.org/entity/Q126889915,Ingeborg Baldauf,1939,female,Germany,Europe,
274,http://www.wikidata.org/entity/Q56084906,Luigi Lanfranchi,1908,male,"Italy, Kingdom of Italy",Europe,
275,http://www.wikidata.org/entity/Q2475768,Ulrich Fellmeth,1954,male,Germany,Europe,
276,http://www.wikidata.org/entity/Q92945,Brewster Kahle,1960,male,United States,North America,"digital preservation, digital library"
