,personUri,personLabel,birthYear,gender,countries,continents,fields
1217,http://www.wikidata.org/entity/Q13033134,Uladzimir Dzianisaŭ,1955,male,Belarus,Europe,
1218,http://www.wikidata.org/entity/Q4503295,Tatyana Tsarkova,1947,female,"Russia, Soviet Union","Europe, Asia","archival science, creative and professional writing, literary studies, necropolis studies, poetry"
1219,http://www.wikidata.org/entity/Q19997873,Antoni Mayol Llompart,1973,male,Spain,Europe,
1220,http://www.wikidata.org/entity/Q120630098,Laurence Perry,1960,female,France,Europe,
1221,http://www.wikidata.org/entity/Q3588522,Emile Gabory,1872,male,France,Europe,
1222,http://www.wikidata.org/entity/Q95153469,Josef Dvořák,1909,male,Czechoslovakia,Europe,"history, amateur theatre, archival science, pedagogy, chronicle writing"
1223,http://www.wikidata.org/entity/Q107444649,Joyce Gabiola,1974,non-binary,United States,North America,
1224,http://www.wikidata.org/entity/Q93981467,William E. Woolfenden,1918,male,United States,North America,"archival science, art history"
1225,http://www.wikidata.org/entity/Q36014658,Michel Hayez,1932,male,France,Europe,"Vaucluse, Avignon Papacy"
1226,http://www.wikidata.org/entity/Q95459080,Karel Nývlt,1925,male,Czechoslovakia,Europe,
1227,http://www.wikidata.org/entity/Q113801126,Heike Preuß,1944,female,Germany,Europe,German
1228,http://www.wikidata.org/entity/Q55949750,José J. Real Díaz,1934,male,Spain,Europe,
1229,http://www.wikidata.org/entity/Q1270135,Johann Heinrich Blumenthal,1895,male,Austria,Europe,
1230,http://www.wikidata.org/entity/Q55105052,Juriy Jurevitsj Ieroesalimskiy,1958,male,"Soviet Union, Russia","Asia, Europe",
1231,http://www.wikidata.org/entity/Q15449087,Dieter Schuster,1927,male,Germany,Europe,
1232,http://www.wikidata.org/entity/Q123580,Wolfgang Prange,1932,male,Germany,Europe,
1233,http://www.wikidata.org/entity/Q91617020,Léon Karný,1935,male,Czechoslovakia,Europe,
1234,http://www.wikidata.org/entity/Q95134234,Václav Pletka,1919,male,Czechoslovakia,Europe,
1235,http://www.wikidata.org/entity/Q96049563,Jonathan Dennis,1953,male,New Zealand,Oceania,archive
1236,http://www.wikidata.org/entity/Q127607173,Uri Algom,1933,male,Israel,Asia,
1237,http://www.wikidata.org/entity/Q2218085,Jozef Laenen,1871,male,Belgium,Europe,
1238,http://www.wikidata.org/entity/Q111083013,Cristina Pedreira,1897,female,Spain,Europe,
1239,http://www.wikidata.org/entity/Q95166136,Jaroslav Schneider,1883,male,Czechoslovakia,Europe,
1240,http://www.wikidata.org/entity/Q1227745,Dirk Alvermann,1965,male,Germany,Europe,
1241,http://www.wikidata.org/entity/Q112173,Max Dvořák,1874,male,Austria,Europe,"history, art history"
1242,http://www.wikidata.org/entity/Q106953422,Jan de Vaal,1922,male,Kingdom of the Netherlands,Europe,
1243,http://www.wikidata.org/entity/Q65977977,Camino Urdiain Martínez,1950,female,Spain,Europe,
1244,http://www.wikidata.org/entity/Q55677922,Guido Rotthoff,1922,male,Germany,Europe,archival science
1245,http://www.wikidata.org/entity/Q35023956,Maurice Jusselin,1882,male,France,Europe,
1246,http://www.wikidata.org/entity/Q35141894,Jean Massiet du Biest,1890,male,France,Europe,
1247,http://www.wikidata.org/entity/Q12044155,Pavel Křivský,1912,male,Czechoslovakia,Europe,"archive, history of Christianity"
1248,http://www.wikidata.org/entity/Q61957618,Caterina Del Vivo,1950,female,Italy,Europe,
1249,http://www.wikidata.org/entity/Q95459832,Miloslav Šindlar,1904,male,Czechoslovakia,Europe,
1250,http://www.wikidata.org/entity/Q65262222,Lea Kõiv,1961,female,Estonia,Europe,
1251,http://www.wikidata.org/entity/Q24043380,Anton Friedrich Largiadèr,1893,male,Switzerland,Europe,
1252,http://www.wikidata.org/entity/Q24451913,Henryk Kapiszewski,1899,male,Poland,Europe,"history, scouting, office management, archival science, law"
1253,http://www.wikidata.org/entity/Q112670434,Ingeborg Schmid-Mummert,1973,female,Austria,Europe,
1254,http://www.wikidata.org/entity/Q48781242,Peter Wiesflecker,1965,male,Austria,Europe,
1255,http://www.wikidata.org/entity/Q1098787,Béla Iványi,1878,male,Hungary,Europe,"history, politics, archival science"
1256,http://www.wikidata.org/entity/Q94909195,Hans Lieb,1930,male,Germany,Europe,
1257,http://www.wikidata.org/entity/Q105510863,Elena Borgi,1975,female,Italy,Europe,
1258,http://www.wikidata.org/entity/Q35846282,Marie-Josèphe Le Cacheux,1906,female,France,Europe,
1259,http://www.wikidata.org/entity/Q61793437,Amadeo Tortajada Ferrandis,1890,male,Spain,Europe,
1260,http://www.wikidata.org/entity/Q21856678,Felipa Niño Mas,1902,female,Spain,Europe,
1261,http://www.wikidata.org/entity/Q1587513,Hartmut Müller,1938,male,Germany,Europe,
1262,http://www.wikidata.org/entity/Q84571852,Cristóbal Bermúdez Plata,1882,male,Spain,Europe,
1263,http://www.wikidata.org/entity/Q22674728,Jean-Claude Rebetez,1963,male,Switzerland,Europe,
1264,http://www.wikidata.org/entity/Q104840064,Carlos Ramos Ruiz,1891,male,Spain,Europe,
1265,http://www.wikidata.org/entity/Q125387909,Stewart Richardson,1904,male,Southern Rhodesia,Africa,
1266,http://www.wikidata.org/entity/Q5566412,Gladys Esther Tormes González,1933,female,United States,North America,
1267,http://www.wikidata.org/entity/Q1330271,Elisabeth Schnitzler,1912,female,Germany,Europe,
1268,http://www.wikidata.org/entity/Q5729718,Henry W. Shoemaker,1880,male,United States,North America,"diplomacy, conservation, folklore, archival science, history"
1269,http://www.wikidata.org/entity/Q26220846,Raimund Locicnik,1955,male,Austria,Europe,
1270,http://www.wikidata.org/entity/Q63862157,Ernst Bezemek,1949,male,Austria,Europe,
1271,http://www.wikidata.org/entity/Q61477434,Gilda Mantovani,1953,female,Italy,Europe,"medieval manuscript, medieval literature, archival science"
1272,http://www.wikidata.org/entity/Q23062877,Johann Adam Kraus,1904,male,Germany,Europe,
1273,http://www.wikidata.org/entity/Q111632378,Q111632378,1911,male,"Soviet Union, Russian Empire","Asia, Europe, North America",
1274,http://www.wikidata.org/entity/Q50144198,Cinzia Cassani,1953,female,Italy,Europe,
1275,http://www.wikidata.org/entity/Q18539733,Anton Gnirs,1873,male,Austria–Hungary,Europe,"archival science, educational system, archaeology, history"
1276,http://www.wikidata.org/entity/Q41737862,Otto P. Clavadetscher,1919,male,Switzerland,Europe,"history, Middle Ages, justice and judicial activities, archival science"
1277,http://www.wikidata.org/entity/Q20895760,Eberhard Gönner,1919,male,Germany,Europe,
1278,http://www.wikidata.org/entity/Q50308782,Jean Longère,1900,male,France,Europe,
1279,http://www.wikidata.org/entity/Q893811,Bořivoj Čelovský,1923,male,"Czech Republic, Czechoslovakia",Europe,"history, translation, literature, archival science, opinion journalism"
1280,http://www.wikidata.org/entity/Q95438743,Alice Velková,1972,female,Czechoslovakia,Europe,
1281,http://www.wikidata.org/entity/Q1352871,Erich Murawski,1894,male,Germany,Europe,
1282,http://www.wikidata.org/entity/Q4355597,Kari Tarkiainen,1938,male,"Finland, Sweden",Europe,
1283,http://www.wikidata.org/entity/Q72084008,Lewis Watts,1946,male,United States,North America,
1284,http://www.wikidata.org/entity/Q5824477,Anders Ulrik Isberg d.y.,1867,male,Sweden,Europe,
1285,http://www.wikidata.org/entity/Q95208940,Vlastimil Blažek,1878,male,Czechoslovakia,Europe,
1286,http://www.wikidata.org/entity/Q13102154,Claude Meintz,1944,male,Luxembourg,Europe,
1287,http://www.wikidata.org/entity/Q11221925,Bohuš Stejskal,1896,male,Czechoslovakia,Europe,
1288,http://www.wikidata.org/entity/Q2058754,Paul Alsberg,1919,male,"Germany, Israel","Europe, Asia",
1289,http://www.wikidata.org/entity/Q93229374,Ugo Facchini,1964,male,Italy,Europe,
1290,http://www.wikidata.org/entity/Q38042966,Françoise Vielliard,1946,female,France,Europe,"palaeography, Romance studies, archival science"
1291,http://www.wikidata.org/entity/Q11978691,Johan Agerholt,1890,male,Norway,Europe,
1292,http://www.wikidata.org/entity/Q2138919,Albert van Zuylen van Nyevelt,1870,male,Belgium,Europe,
1293,http://www.wikidata.org/entity/Q65924952,Vincenzo Criscuolo,1950,male,Italy,Europe,
1294,http://www.wikidata.org/entity/Q1697642,Johannes Heinrich Gebauer,1868,male,Germany,Europe,
1295,http://www.wikidata.org/entity/Q65499124,Elio Lodolini,1922,male,"Italy, Kingdom of Italy",Europe,
1296,http://www.wikidata.org/entity/Q124595322,Csaba Borsodi,1954,male,Hungary,Europe,
1297,http://www.wikidata.org/entity/Q15407315,Jean-François Le Nail,1945,male,France,Europe,
1298,http://www.wikidata.org/entity/Q104778316,Paulino Ortega Lamadrid,1892,male,Spain,Europe,
1299,http://www.wikidata.org/entity/Q16267257,Élisabeth Gautier-Desvaux,1947,female,France,Europe,
1300,http://www.wikidata.org/entity/Q95175089,Arnošt Kába,1909,male,Czechoslovakia,Europe,archival science
1301,http://www.wikidata.org/entity/Q28064216,Bep Bijtelaar,1898,female,Kingdom of the Netherlands,Europe,
1302,http://www.wikidata.org/entity/Q1896316,Maria Seidemann,1944,female,Germany,Europe,children's literature
1303,http://www.wikidata.org/entity/Q95211855,Alois Jašek,1900,male,Czechoslovakia,Europe,
1304,http://www.wikidata.org/entity/Q104205528,Pierre Flückiger,1972,male,Switzerland,Europe,
1305,http://www.wikidata.org/entity/Q104715955,Francisco Navas del Valle,1878,male,Spain,Europe,
1306,http://www.wikidata.org/entity/Q36356997,Ferréol de Ferry,1915,male,France,Europe,
1307,http://www.wikidata.org/entity/Q2698268,Frank Edebau,1915,male,Belgium,Europe,
1308,http://www.wikidata.org/entity/Q16214809,Hubert Hoeßlin,1882,male,Germany,Europe,
1309,http://www.wikidata.org/entity/Q1407570,Wilhelm Schulze,1886,male,Germany,Europe,
1310,http://www.wikidata.org/entity/Q95099779,Rudolf Jičín,1933,male,Czechoslovakia,Europe,
1311,http://www.wikidata.org/entity/Q15451999,Fridolin Solleder,1886,male,Germany,Europe,
1312,http://www.wikidata.org/entity/Q120915591,Q120915591,1952,male,Belarus,Europe,
1313,http://www.wikidata.org/entity/Q2074153,Peter Broucek,1938,male,Austria,Europe,"military history, archival science, history"
1314,http://www.wikidata.org/entity/Q77708088,Hjalmar Bergstrand,1877,male,Sweden,Europe,
1315,http://www.wikidata.org/entity/Q15874832,Egbert Jan Wolleswinkel,1950,male,Kingdom of the Netherlands,Europe,
1316,http://www.wikidata.org/entity/Q113638092,Joan Florensa i Parés,1930,male,Spain,Europe,
1317,http://www.wikidata.org/entity/Q113845226,Silvia Teichert,1963,female,Germany,Europe,
1318,http://www.wikidata.org/entity/Q2039114,Otto Hellmuth Stowasser,1887,male,Austria,Europe,
1319,http://www.wikidata.org/entity/Q55773068,Placide Lefèvre,1892,male,Belgium,Europe,
1320,http://www.wikidata.org/entity/Q113719471,Beate Sophie Fleck,1965,female,Germany,Europe,
1321,http://www.wikidata.org/entity/Q1512456,Gerhard Schmid,1928,male,Germany,Europe,
1322,http://www.wikidata.org/entity/Q110015156,Beate Falk,1957,female,Germany,Europe,
1323,http://www.wikidata.org/entity/Q3184612,Joseph Bisson,1871,male,France,Europe,
1324,http://www.wikidata.org/entity/Q115742163,Jean-Pierre Braubach,1885,male,France,Europe,
1325,http://www.wikidata.org/entity/Q93371937,Laureà Pagarolas i Sabaté,1956,male,Spain,Europe,
1326,http://www.wikidata.org/entity/Q2075549,Peter Heim,1944,male,Switzerland,Europe,
1327,http://www.wikidata.org/entity/Q134643425,Q134643425,1978,female,Belarus,Europe,
1328,http://www.wikidata.org/entity/Q61875321,František Navrátil,1903,male,Czechoslovakia,Europe,
1329,http://www.wikidata.org/entity/Q1806162,Lars Adler,1976,male,Germany,Europe,
1330,http://www.wikidata.org/entity/Q106782121,Michael John Willis Willis-Fear,1935,male,United Kingdom,Europe,
1331,http://www.wikidata.org/entity/Q124245,Jean-François Bergier,1931,male,Switzerland,Europe,"history, economics, calligraphy"
1332,http://www.wikidata.org/entity/Q61475378,Giustiniano Degli Azzi Vitelleschi,1874,male,"Italy, Kingdom of Italy",Europe,
1333,http://www.wikidata.org/entity/Q66725776,Gerald Chaudron,1958,male,New Zealand,Oceania,
1334,http://www.wikidata.org/entity/Q65983972,Jelka Melik,1951,female,Slovenia,Europe,archival science
1335,http://www.wikidata.org/entity/Q39480468,Johann Kux,1861,male,"Austria–Hungary, Czechoslovakia",Europe,"history, medicine, archival science"
1336,http://www.wikidata.org/entity/Q2562269,Werner Piechocki,1927,male,Germany,Europe,"archival research, regional history"
1337,http://www.wikidata.org/entity/Q8201080,Antoni Pladevall i Font,1934,male,Spain,Europe,
1338,http://www.wikidata.org/entity/Q90411450,Y. S. Koskimies,1908,male,Finland,Europe,
1339,http://www.wikidata.org/entity/Q5858556,Frank le Sage de Fontenay,1880,male,Kingdom of Denmark,Europe,
1340,http://www.wikidata.org/entity/Q55674446,Manfred Krebs,1892,male,Germany,Europe,
1341,http://www.wikidata.org/entity/Q63093583,Lauri Kujala,1907,male,Finland,Europe,
1342,http://www.wikidata.org/entity/Q35951217,Michael Hermann,1969,male,Germany,Europe,
1343,http://www.wikidata.org/entity/Q95101093,Josef Matyska,1933,male,Czechoslovakia,Europe,
1344,http://www.wikidata.org/entity/Q2442820,Tony Schwartz,1923,male,United States,North America,
1345,http://www.wikidata.org/entity/Q81753367,Franz-Rasso Böck,1958,male,Germany,Europe,
1346,http://www.wikidata.org/entity/Q2572535,Wilhelm Engel,1905,male,Germany,Europe,
1347,http://www.wikidata.org/entity/Q128758436,Ana Hueso,1959,female,Spain,Europe,
1348,http://www.wikidata.org/entity/Q1733446,Karl Wilkes,1895,male,Germany,Europe,"archival science, Cistercians"
1349,http://www.wikidata.org/entity/Q100999368,Karl Moeser,1877,male,"Austria, Cisleithania",Europe,
1350,http://www.wikidata.org/entity/Q36377019,Pierre de Lapparent,1917,male,France,Europe,
1351,http://www.wikidata.org/entity/Q50616384,Eduard Strassmayr,1885,male,Austria,Europe,
1352,http://www.wikidata.org/entity/Q56352075,Laureano S. Ascensão de Macedo,1978,male,Portugal,Europe,
1353,http://www.wikidata.org/entity/Q12260873,José Ramón Castro Álava,1896,male,Spain,Europe,
1354,http://www.wikidata.org/entity/Q36386000,Marcel Thomas,1917,male,France,Europe,"palaeography, library science"
1355,http://www.wikidata.org/entity/Q3156238,Ivanhoé Caron,1875,male,Canada,North America,
1356,http://www.wikidata.org/entity/Q9176978,Bolesław Waligóra,1898,male,Second Polish Republic,Europe,"archival science, military"
1357,http://www.wikidata.org/entity/Q50824530,Sandrine Heiser,1968,female,France,Europe,
1358,http://www.wikidata.org/entity/Q42307572,Thomas Roche,1979,male,France,Europe,
1359,http://www.wikidata.org/entity/Q93435746,Juan Carlos Jiménez de Aberasturi,1945,male,Spain,Europe,
1360,http://www.wikidata.org/entity/Q95114835,Valentina Atturo,1983,female,Italy,Europe,
1361,http://www.wikidata.org/entity/Q24429936,Wanda K. Roman,1957,female,Poland,Europe,
1362,http://www.wikidata.org/entity/Q1512636,Gerhard Tausche,1958,male,Germany,Europe,
1363,http://www.wikidata.org/entity/Q23562044,Thomas Heiler,1959,male,Germany,Europe,"archival science, history"
1364,http://www.wikidata.org/entity/Q16218198,Manfred Unger,1930,male,"Germany, German Democratic Republic",Europe,
1365,http://www.wikidata.org/entity/Q378684,Eugène Goyheneche,1915,male,France,Europe,
1366,http://www.wikidata.org/entity/Q15079375,R. Peresvetov,1905,male,"Russian Empire, Soviet Union","North America, Europe, Asia","prose, archival science, literary criticism, journalism, historiography"
1367,http://www.wikidata.org/entity/Q42341125,Agnès Vatican,1969,female,France,Europe,
1368,http://www.wikidata.org/entity/Q113844641,Felicitas Söhner,1976,female,Germany,Europe,
1369,http://www.wikidata.org/entity/Q34987656,Joseph Petit,1874,male,France,Europe,
1370,http://www.wikidata.org/entity/Q2040823,Otto Tschirch,1858,male,German Reich,Europe,
1371,http://www.wikidata.org/entity/Q35248424,Jacques Monicat,1903,male,France,Europe,
1372,http://www.wikidata.org/entity/Q116865269,Steven Szegedi,1973,male,United States,North America,
1373,http://www.wikidata.org/entity/Q1505894,Georg Schnath,1898,male,Germany,Europe,
1374,http://www.wikidata.org/entity/Q1223890,Dietrich Kohl,1861,male,German Reich,Europe,
1375,http://www.wikidata.org/entity/Q1611542,Hermann Hoogeweg,1857,male,Germany,Europe,
1376,http://www.wikidata.org/entity/Q2364458,René Poupardin,1874,male,France,Europe,"palaeography, history, archival science, Early Middle Ages"
1377,http://www.wikidata.org/entity/Q106891985,Pier Paolo Piergentili,1976,male,Italy,Europe,
1378,http://www.wikidata.org/entity/Q1294563,István Szamota,1867,male,Kingdom of Hungary,Europe,
1379,http://www.wikidata.org/entity/Q95364137,Bohuslav Matouš,1899,male,Czechoslovakia,Europe,
1380,http://www.wikidata.org/entity/Q65613255,Charles Stephen Buckland Buckland,1894,male,United Kingdom,Europe,
1381,http://www.wikidata.org/entity/Q95455123,Václav Matouš,1933,male,Czechoslovakia,Europe,"regional history, archival science"
1382,http://www.wikidata.org/entity/Q2291340,Carlos Loontiens,1892,male,Belgium,Europe,
1383,http://www.wikidata.org/entity/Q95307469,Uwe Heckert,1961,male,Germany,Europe,
1384,http://www.wikidata.org/entity/Q20436130,Károly Kapronczay,1941,male,Hungary,Europe,
1385,http://www.wikidata.org/entity/Q23045916,Emma Léderer,1897,female,Hungary,Europe,
1386,http://www.wikidata.org/entity/Q94877922,Reinhard Lüdicke,1878,male,Germany,Europe,
1387,http://www.wikidata.org/entity/Q55830050,Gyula Prokopp,1903,male,Hungary,Europe,
1388,http://www.wikidata.org/entity/Q95079288,Emil Kufčák,1928,male,Czechoslovakia,Europe,"regional history, archival science"
1389,http://www.wikidata.org/entity/Q1321964,Uwe Schirmer,1962,male,Germany,Europe,
1390,http://www.wikidata.org/entity/Q64399708,Vasyl Kmet,1975,male,Ukraine,Europe,
1391,http://www.wikidata.org/entity/Q65499917,Emilio Capannelli,1950,male,Italy,Europe,
1392,http://www.wikidata.org/entity/Q36173767,Henri Charnier,1950,male,France,Europe,
1393,http://www.wikidata.org/entity/Q2036549,Freddy Buache,1924,male,Switzerland,Europe,
1394,http://www.wikidata.org/entity/Q13029419,Vâčaslav Selâmenev,1946,male,"Byelorussian Soviet Socialist Republic, Belarus",Europe,
1395,http://www.wikidata.org/entity/Q22093383,Carlo Revelli,1926,male,"Italy, Kingdom of Italy",Europe,
1396,http://www.wikidata.org/entity/Q48864306,Anneliese Triller,1903,female,Germany,Europe,"archival science, history"
1397,http://www.wikidata.org/entity/Q65116267,Ray Grover,1931,male,New Zealand,Oceania,
1398,http://www.wikidata.org/entity/Q62061200,Althea Douglas,1926,female,Canada,North America,
1399,http://www.wikidata.org/entity/Q41218903,Nadine Rouayroux,1962,female,France,Europe,
1400,http://www.wikidata.org/entity/Q1496926,Gebhard Mehring,1864,male,Germany,Europe,
1401,http://www.wikidata.org/entity/Q28931767,Gladys Hansen,1925,female,United States,North America,
1402,http://www.wikidata.org/entity/Q108731098,Katalin Simon,1981,female,Hungary,Europe,"cultural history, archival science, history of a city, history of medicine"
1403,http://www.wikidata.org/entity/Q247004,Enno Patalas,1929,male,Germany,Europe,
1404,http://www.wikidata.org/entity/Q55685566,Max Kratochwill,1911,male,Austria,Europe,"archival science, history"
1405,http://www.wikidata.org/entity/Q9285437,Halina Robótka,1946,female,Poland,Europe,
1406,http://www.wikidata.org/entity/Q34973858,Auguste Coulon,1869,male,France,Europe,
1407,http://www.wikidata.org/entity/Q10859096,Augustin Alois Neumann,1891,male,Czechoslovakia,Europe,
1408,http://www.wikidata.org/entity/Q124054057,Elisabetta Mori,1950,female,Italy,Europe,
1409,http://www.wikidata.org/entity/Q115631482,Csaba Latorcai,1976,male,Hungary,Europe,
1410,http://www.wikidata.org/entity/Q47536021,János Buzási,1932,male,Hungary,Europe,
1411,http://www.wikidata.org/entity/Q1537048,Aloys Schmidt,1892,male,Germany,Europe,
1412,http://www.wikidata.org/entity/Q108287599,Andrey Butko,1978,male,"Soviet Union, Russia, Ukraine","Asia, Europe",
1413,http://www.wikidata.org/entity/Q104675926,Cesáreo Goicoechea,1904,male,Spain,Europe,
1414,http://www.wikidata.org/entity/Q28465345,Jan Pachta,1906,male,Czechoslovakia,Europe,
1415,http://www.wikidata.org/entity/Q59529733,Erich Stahleder,1930,male,Germany,Europe,
1416,http://www.wikidata.org/entity/Q60029462,Viktor Vrbnjak,1934,male,"Socialist Federal Republic of Yugoslavia, Slovenia, Kingdom of Yugoslavia",Europe,
1417,http://www.wikidata.org/entity/Q65965987,Stephen B. Green,1950,male,United States,North America,
1418,http://www.wikidata.org/entity/Q84039819,Samuel J. Steiner,1946,male,United States,North America,
1419,http://www.wikidata.org/entity/Q4757379,Andrew Hussey Allen,1855,male,United States,North America,
1420,http://www.wikidata.org/entity/Q5650784,Hans Try,1934,male,Norway,Europe,
1421,http://www.wikidata.org/entity/Q3425714,René-Norbert Sauvage,1882,male,France,Europe,
1422,http://www.wikidata.org/entity/Q4938057,Birgit Bender,1942,female,Sweden,Europe,
1423,http://www.wikidata.org/entity/Q105413097,María Concepción Álvarez Terán,1911,female,Spain,Europe,
1424,http://www.wikidata.org/entity/Q9013962,José Joaquín Herrero y Sánchez,1858,male,Spain,Europe,
1425,http://www.wikidata.org/entity/Q132989362,Kazimiera Gawarecka,1885,female,Poland,Europe,
1426,http://www.wikidata.org/entity/Q1449730,Rolf Hammel-Kiesow,1949,male,Germany,Europe,history
1427,http://www.wikidata.org/entity/Q1490612,Gabriele Viertel,1951,female,"Germany, German Democratic Republic",Europe,
1428,http://www.wikidata.org/entity/Q104778191,Vicente Huici Miranda,1897,male,Spain,Europe,
1429,http://www.wikidata.org/entity/Q132173512,Petra Polyák,1985,female,Hungary,Europe,
1430,http://www.wikidata.org/entity/Q108051995,Q108051995,1962,male,Hungary,Europe,
1431,http://www.wikidata.org/entity/Q11923458,Gabriel Castellà i Raich,1876,male,Spain,Europe,
1432,http://www.wikidata.org/entity/Q549841,Jean Favier,1932,male,France,Europe,"Middle Ages, administrative history"
1433,http://www.wikidata.org/entity/Q112389923,Milan Vojáček,1974,male,Czech Republic,Europe,
1434,http://www.wikidata.org/entity/Q12023167,Jan Tiray,1858,male,Czechoslovakia,Europe,"music, archival science, educational system, regional history, museology"
1435,http://www.wikidata.org/entity/Q3188522,Jules Delahaye,1851,male,France,Europe,
1436,http://www.wikidata.org/entity/Q1561402,Günther Deneke,1882,male,German Reich,Europe,
1437,http://www.wikidata.org/entity/Q126118520,Katharina von Looz-Corswarem,1905,female,Germany,Europe,
1438,http://www.wikidata.org/entity/Q23771507,Mark Yoffe,1958,male,Soviet Union,"Asia, Europe",
1439,http://www.wikidata.org/entity/Q20856360,Pavel R. Pokorný,1947,male,Czech Republic,Europe,
1440,http://www.wikidata.org/entity/Q65603566,János Kapossy,1894,male,Hungary,Europe,
1441,http://www.wikidata.org/entity/Q113996214,Meta Matijevič,1951,female,Slovenia,Europe,
1442,http://www.wikidata.org/entity/Q8199341,Andrés Giménez Soler,1869,male,Spain,Europe,
1443,http://www.wikidata.org/entity/Q95135203,Vladimír Spáčil,1935,male,Czechoslovakia,Europe,
1444,http://www.wikidata.org/entity/Q98768654,António Cruz,1911,male,Portugal,Europe,
1445,http://www.wikidata.org/entity/Q42368863,Martin de Framond,1955,male,France,Europe,
1446,http://www.wikidata.org/entity/Q95201668,Helga Penz,1962,female,Austria,Europe,
1447,http://www.wikidata.org/entity/Q95463717,Oldřich Klepek,1939,male,Czechoslovakia,Europe,
1448,http://www.wikidata.org/entity/Q111395769,Adelaide Baviera Albanese,1917,female,"Italy, Kingdom of Italy",Europe,
1449,http://www.wikidata.org/entity/Q84413373,Jean Stern,1927,male,Austria,Europe,
1450,http://www.wikidata.org/entity/Q8865822,Ludwik Widerszal,1909,male,Second Polish Republic,Europe,"history, archival science"
1451,http://www.wikidata.org/entity/Q116958221,Jean-Paul Hervieu,1935,male,France,Europe,
1452,http://www.wikidata.org/entity/Q12035491,Marie Vojtíšková,1928,female,"Czech Republic, Czechoslovakia",Europe,"regional history, museology, archival science"
1453,http://www.wikidata.org/entity/Q115920669,Trine Søreide Jansen,1969,female,Norway,Europe,
1454,http://www.wikidata.org/entity/Q120645945,Holger Wichman,1913,male,Sweden,Europe,
1455,http://www.wikidata.org/entity/Q1675803,Ivo Striedinger,1868,male,German Reich,Europe,
1456,http://www.wikidata.org/entity/Q104552294,Julia Herráez Sánchez de Escariche,1904,female,Spain,Europe,
1457,http://www.wikidata.org/entity/Q95363336,Edmund Knesl,1914,male,Czechoslovakia,Europe,
1458,http://www.wikidata.org/entity/Q42378531,Nadine Gastaldi,1962,female,France,Europe,
1459,http://www.wikidata.org/entity/Q95214641,Alena Šubrtová,1935,female,"Czech Republic, Czechoslovakia",Europe,"historical demography, history of medicine, demography, history"
1460,http://www.wikidata.org/entity/Q105967008,Marika Cifor,1986,female,United States,North America,"feminist theory, archival science, HIV/AIDS activism, digital culture, digital humanities, women's studies, gender studies"
1461,http://www.wikidata.org/entity/Q9146156,Aleksander Woyde,1860,male,Poland,Europe,
1462,http://www.wikidata.org/entity/Q12739011,Radu Rosetti,1853,male,Romania,Europe,
1463,http://www.wikidata.org/entity/Q2343329,Stephan Heinemann,1970,male,Germany,Europe,
1464,http://www.wikidata.org/entity/Q104602719,María del Carmen Rúa-Figueroa,1906,female,Spain,Europe,
1465,http://www.wikidata.org/entity/Q1352659,Erich Kuphal,1895,male,Germany,Europe,
1466,http://www.wikidata.org/entity/Q1672995,Irmgard Christa Becker,1963,female,Germany,Europe,"archival science, history"
1467,http://www.wikidata.org/entity/Q95180226,Ladislav Pilát,1906,male,Czechoslovakia,Europe,
1468,http://www.wikidata.org/entity/Q595898,Samu Barabás,1855,male,Hungary,Europe,
1469,http://www.wikidata.org/entity/Q5110900,Christine Abrahams,1939,female,Australia,Oceania,
1470,http://www.wikidata.org/entity/Q15975087,Jaroslav Werstadt,1888,male,"Protectorate of Bohemia and Moravia, Czechoslovakia",Europe,"archival science, opinion journalism, history, library science, editing"
1471,http://www.wikidata.org/entity/Q1604362,Helmut Zimmermann,1924,male,"Germany, Nazi Germany",Europe,
1472,http://www.wikidata.org/entity/Q105622054,Manuel Pérez Búa,1887,male,Spain,Europe,
1473,http://www.wikidata.org/entity/Q6235667,Einar Wendt,1890,male,Sweden,Europe,
1474,http://www.wikidata.org/entity/Q24288097,István Egyed Hermann,1895,male,Hungary,Europe,
1475,http://www.wikidata.org/entity/Q30612979,Oscar Ljungström,1868,male,Sweden,Europe,
1476,http://www.wikidata.org/entity/Q35231741,Charles Brouard,1892,male,France,Europe,
1477,http://www.wikidata.org/entity/Q1008792,Lajos Gecsényi,1942,male,Hungary,Europe,"archival science, history"
1478,http://www.wikidata.org/entity/Q112463569,Lorenz Hollenstein,1945,male,Switzerland,Europe,
1479,http://www.wikidata.org/entity/Q95166548,Stanislav Vejtasa,1885,male,Czechoslovakia,Europe,
1480,http://www.wikidata.org/entity/Q28874436,Daniel Burger,1971,male,Germany,Europe,
1481,http://www.wikidata.org/entity/Q35010361,Frédéric Barbey,1879,male,Switzerland,Europe,
1482,http://www.wikidata.org/entity/Q131687661,Bengü Kocatürk-Schuster,1972,female,"Germany, Turkey","Europe, Asia",anti-racism
1483,http://www.wikidata.org/entity/Q95074938,Karel Tříska,1904,male,Czechoslovakia,Europe,archival science
1484,http://www.wikidata.org/entity/Q4981475,Anna Svenson,1947,female,Sweden,Europe,
1485,http://www.wikidata.org/entity/Q112557448,Herta Beutter,1943,female,Germany,Europe,"museology, archiving, history"
1486,http://www.wikidata.org/entity/Q62080198,Henny Glarbo,1884,female,Kingdom of Denmark,Europe,
1487,http://www.wikidata.org/entity/Q108646689,Irmtraut Lindeck-Pozza,1914,female,Austria,Europe,
