uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q100293724,Wieland Mittmannsgruber,1946,education,http://www.wikidata.org/entity/Q682739,Johannes Kepler University Linz,1,campus university,1941-1970,['campus university']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,employment,http://www.wikidata.org/entity/Q11509930,University Lille-II,1,university in france,1941-1970,['university in france']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,education,http://www.wikidata.org/entity/Q3268602,Lycée Buffon,1,lycée,1941-1970,['lycée']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,education,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,1,university in france,1941-1970,['university in france']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,education,http://www.wikidata.org/entity/Q748307,Lycée Charlemagne,1,educational facility,1941-1970,['educational facility']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,employment,http://www.wikidata.org/entity/Q273631,École pratique des hautes études,2,educational institution | grand établissement,1941-1970,"['educational institution', 'grand établissement']"
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,employment,http://www.wikidata.org/entity/Q77725679,Municipal Library of Valenciennes,1,municipal library,1941-1970,['municipal library']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,education,http://www.wikidata.org/entity/Q546118,Paris-Sorbonne University - Paris IV,2,former educational institution | university in france,1941-1970,"['former educational institution', 'university in france']"
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,employment,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,1,university in france,1941-1970,['university in france']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,employment,http://www.wikidata.org/entity/Q2791269,École nationale supérieure des sciences de l'information et des bibliothèques,1,grand établissement,1941-1970,['grand établissement']
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,education,http://www.wikidata.org/entity/Q1878600,Lycée Henri-IV,2,educational facility | educational institution,1941-1970,"['educational facility', 'educational institution']"
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1941-1970,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q1004154,Frédéric Barbier,1952,employment,http://www.wikidata.org/entity/Q280413,National Center for Scientific Research,4,open-access publisher | organization | public research institution in france | research institute,1941-1970,"['open-access publisher', 'organization', 'public research institution in france', 'research institute']"
http://www.wikidata.org/entity/Q100754484,Isabel Millé Jiménez,1894,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q100890440,Rodrigo Moura Visoni,1980,employment,http://www.wikidata.org/entity/Q10302528,Instituto Histórico-Cultural da Aeronáutica,1,museum,1971-2000,['museum']
http://www.wikidata.org/entity/Q100999368,Karl Moeser,1877,education,http://www.wikidata.org/entity/Q875788,University of Innsbruck,1,public university,1851-1880,['public university']
http://www.wikidata.org/entity/Q100999368,Karl Moeser,1877,employment,http://www.wikidata.org/entity/Q876647,Austrian Institute of Historical Research,2,educational institution | facility,1851-1880,"['educational institution', 'facility']"
http://www.wikidata.org/entity/Q100999368,Karl Moeser,1877,education,http://www.wikidata.org/entity/Q15735993,Benediktinergymnasium Meran,2,school | school building,1851-1880,"['school', 'school building']"
http://www.wikidata.org/entity/Q100999368,Karl Moeser,1877,employment,http://www.wikidata.org/entity/Q1285398,Tiroler Landesarchiv,1,archive,1851-1880,['archive']
http://www.wikidata.org/entity/Q100999368,Karl Moeser,1877,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1851-1880,['university']
http://www.wikidata.org/entity/Q101069529,Jean M. Ayton,1929,membership,http://www.wikidata.org/entity/Q21015794,Lancashire Parish Register Society,1,organization,1911-1940,['organization']
http://www.wikidata.org/entity/Q101069529,Jean M. Ayton,1929,membership,http://www.wikidata.org/entity/Q56180306,Library Association,2,library association | professional society,1911-1940,"['library association', 'professional society']"
http://www.wikidata.org/entity/Q101069529,Jean M. Ayton,1929,education,http://www.wikidata.org/entity/Q1474019,University of Hull,3,educational organization | higher education institution | public university,1911-1940,"['educational organization', 'higher education institution', 'public university']"
http://www.wikidata.org/entity/Q101069529,Jean M. Ayton,1929,membership,http://www.wikidata.org/entity/Q6483057,Lancashire and Cheshire Antiquarian Society,2,charitable organization | historical society,1911-1940,"['charitable organization', 'historical society']"
http://www.wikidata.org/entity/Q101069607,Brian Collins Redwood,1925,membership,http://www.wikidata.org/entity/Q51561066,Record Society of Lancashire and Cheshire,2,historical society | organization,1911-1940,"['historical society', 'organization']"
http://www.wikidata.org/entity/Q101069607,Brian Collins Redwood,1925,membership,http://www.wikidata.org/entity/Q16933227,Historic Society of Lancashire and Cheshire,1,historical society,1911-1940,['historical society']
http://www.wikidata.org/entity/Q101069607,Brian Collins Redwood,1925,membership,http://www.wikidata.org/entity/Q5094171,Chetham Society,2,charitable organization | text publication society,1911-1940,"['charitable organization', 'text publication society']"
http://www.wikidata.org/entity/Q101112224,Catherine Jacques,1969,education,http://www.wikidata.org/entity/Q574606,Université Libre de Bruxelles,3,educational institution | organization | university,1941-1970,"['educational institution', 'organization', 'university']"
http://www.wikidata.org/entity/Q101112224,Catherine Jacques,1969,education,http://www.wikidata.org/entity/Q1538727,University of Angers,1,university in france,1941-1970,['university in france']
http://www.wikidata.org/entity/Q101337978,Victoria Lemieux,1963,employment,http://www.wikidata.org/entity/Q391028,University of British Columbia,4,open-access publisher | public research university | university | university in british columbia,1941-1970,"['open-access publisher', 'public research university', 'university', 'university in british columbia']"
http://www.wikidata.org/entity/Q101337978,Victoria Lemieux,1963,employment,http://www.wikidata.org/entity/Q7164,World Bank,2,development bank | international financial institution,1941-1970,"['development bank', 'international financial institution']"
http://www.wikidata.org/entity/Q102112428,Silvia Petrin,1937,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q102259872,Jozef Šimončič,1928,employment,http://www.wikidata.org/entity/Q2585282,University of Trnava,1,public university,1911-1940,['public university']
http://www.wikidata.org/entity/Q102259872,Jozef Šimončič,1928,education,http://www.wikidata.org/entity/Q31392,Comenius University,3,open-access publisher | organization | public university,1911-1940,"['open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q102437,Georg Winter,1856,education,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1851-1880,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q102437,Georg Winter,1856,education,http://www.wikidata.org/entity/Q315658,University of Wrocław,2,open-access publisher | university,1851-1880,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q102437,Georg Winter,1856,education,http://www.wikidata.org/entity/Q152838,University of Göttingen,5,campus university | comprehensive university | medical check-up | public university | stiftungshochschule,1851-1880,"['campus university', 'comprehensive university', 'medical check-up', 'public university', 'stiftungshochschule']"
http://www.wikidata.org/entity/Q102753,Ludwig Dehio,1888,education,http://www.wikidata.org/entity/Q157575,University of Strasbourg,1,university in france,1881-1910,['university in france']
http://www.wikidata.org/entity/Q102753,Ludwig Dehio,1888,employment,http://www.wikidata.org/entity/Q155354,University of Marburg,2,comprehensive university | public university,1881-1910,"['comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q102753,Ludwig Dehio,1888,membership,http://www.wikidata.org/entity/Q414188,Göttingen Academy of Sciences and Humanities in Lower Saxony,1,academy of sciences,1881-1910,['academy of sciences']
http://www.wikidata.org/entity/Q102817,Wilhelm Kohl,1913,employment,http://www.wikidata.org/entity/Q168426,University of Münster,3,comprehensive university | local internet registry | public university,1911-1940,"['comprehensive university', 'local internet registry', 'public university']"
http://www.wikidata.org/entity/Q102817,Wilhelm Kohl,1913,membership,http://www.wikidata.org/entity/Q414188,Göttingen Academy of Sciences and Humanities in Lower Saxony,1,academy of sciences,1911-1940,['academy of sciences']
http://www.wikidata.org/entity/Q102829,Wilfried Reininghaus,1950,employment,http://www.wikidata.org/entity/Q168426,University of Münster,3,comprehensive university | local internet registry | public university,1941-1970,"['comprehensive university', 'local internet registry', 'public university']"
http://www.wikidata.org/entity/Q102829,Wilfried Reininghaus,1950,education,http://www.wikidata.org/entity/Q168426,University of Münster,3,comprehensive university | local internet registry | public university,1941-1970,"['comprehensive university', 'local internet registry', 'public university']"
http://www.wikidata.org/entity/Q102829,Wilfried Reininghaus,1950,education,http://www.wikidata.org/entity/Q636031,Archivschule Marburg,3,landesbetrieb | public university | university of applied sciences,1941-1970,"['landesbetrieb', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q1028833,Kálmán Guoth,1912,education,http://www.wikidata.org/entity/Q390287,Eötvös Loránd University,2,open-access publisher | public research university,1911-1940,"['open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q103120128,Hans Muller,1956,education,http://www.wikidata.org/entity/Q221653,Utrecht University,1,public research university,1941-1970,['public research university']
http://www.wikidata.org/entity/Q10354624,Andreas Schmauder,1966,education,http://www.wikidata.org/entity/Q636031,Archivschule Marburg,3,landesbetrieb | public university | university of applied sciences,1941-1970,"['landesbetrieb', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q10354624,Andreas Schmauder,1966,employment,http://www.wikidata.org/entity/Q28720019,Stadtarchiv Ravensburg,1,municipal archive,1941-1970,['municipal archive']
http://www.wikidata.org/entity/Q10354624,Andreas Schmauder,1966,employment,http://www.wikidata.org/entity/Q1502400,Museum of Koblenz,1,museum,1941-1970,['museum']
http://www.wikidata.org/entity/Q1035804,József Herzog,1880,membership,http://www.wikidata.org/entity/Q265058,Hungarian Academy of Sciences,4,academy of sciences | national academy | organization | public body,1851-1880,"['academy of sciences', 'national academy', 'organization', 'public body']"
http://www.wikidata.org/entity/Q1035804,József Herzog,1880,education,http://www.wikidata.org/entity/Q390287,Eötvös Loránd University,2,open-access publisher | public research university,1851-1880,"['open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q103821220,André Gareau,1960,employment,http://www.wikidata.org/entity/Q1634522,Université du Québec à Montréal,2,autonomous university | university in quebec,1941-1970,"['autonomous university', 'university in quebec']"
http://www.wikidata.org/entity/Q103839017,Herbert Wood,1860,membership,http://www.wikidata.org/entity/Q110587,Royal Irish Academy,3,academy of sciences | medical check-up | national academy,1851-1880,"['academy of sciences', 'medical check-up', 'national academy']"
http://www.wikidata.org/entity/Q103839017,Herbert Wood,1860,employment,http://www.wikidata.org/entity/Q131370698,Public Record Office of Ireland,1,national archives,1851-1880,['national archives']
http://www.wikidata.org/entity/Q103862401,Philipp Messner,1975,employment,http://www.wikidata.org/entity/Q1540070,Schule für Gestaltung Basel,2,art academy | kunstgewerbeschule,1971-2000,"['art academy', 'kunstgewerbeschule']"
http://www.wikidata.org/entity/Q103862401,Philipp Messner,1975,education,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1971-2000,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q103862401,Philipp Messner,1975,education,http://www.wikidata.org/entity/Q1540070,Schule für Gestaltung Basel,2,art academy | kunstgewerbeschule,1971-2000,"['art academy', 'kunstgewerbeschule']"
http://www.wikidata.org/entity/Q103862401,Philipp Messner,1975,employment,http://www.wikidata.org/entity/Q206702,University of Zurich,2,comprehensive university | university,1971-2000,"['comprehensive university', 'university']"
http://www.wikidata.org/entity/Q103862401,Philipp Messner,1975,education,http://www.wikidata.org/entity/Q1720153,Schule für Erwachsenenbildung,3,kolleg | q20197976 | school,1971-2000,"['kolleg', 'q20197976', 'school']"
http://www.wikidata.org/entity/Q103862401,Philipp Messner,1975,employment,http://www.wikidata.org/entity/Q1622181,Academy of Art and Design,2,art academy | university of applied sciences (switzerland),1971-2000,"['art academy', 'university of applied sciences (switzerland)']"
http://www.wikidata.org/entity/Q1038865,Carl Hinrichs,1900,employment,http://www.wikidata.org/entity/Q882788,Secret State Archives Prussian Cultural Heritage Foundation,1,archive,1881-1910,['archive']
http://www.wikidata.org/entity/Q1038865,Carl Hinrichs,1900,employment,http://www.wikidata.org/entity/Q153006,Freie Universität Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1881-1910,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q1038865,Carl Hinrichs,1900,education,http://www.wikidata.org/entity/Q152171,University of Bonn,6,comprehensive university | local internet registry | public research university | public university | publishing company | university of excellence,1881-1910,"['comprehensive university', 'local internet registry', 'public research university', 'public university', 'publishing company', 'university of excellence']"
http://www.wikidata.org/entity/Q1038865,Carl Hinrichs,1900,employment,http://www.wikidata.org/entity/Q32120,Martin Luther University Halle-Wittenberg,2,comprehensive university | public university,1881-1910,"['comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,membership,http://www.wikidata.org/entity/Q3626639,Associazione Nazionale Archivistica Italiana,1,organization,1971-2000,['organization']
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,education,http://www.wikidata.org/entity/Q2119752,University of Urbino,2,open-access publisher | university,1971-2000,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,education,http://www.wikidata.org/entity/Q131262,University of Bologna,2,open-access publisher | public university,1971-2000,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,employment,http://www.wikidata.org/entity/Q3621643,Archivio storico capitolino,3,archive | historical archive | library of an italian territorial body,1971-2000,"['archive', 'historical archive', 'library of an italian territorial body']"
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,membership,http://www.wikidata.org/entity/Q3626575,Italian Library Association,4,open-access publisher | organization | publishing company | voluntary association,1971-2000,"['open-access publisher', 'organization', 'publishing company', 'voluntary association']"
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,education,http://www.wikidata.org/entity/Q52836787,Istituto Istruzione Superiore (Ipsia) E. Lanoce,1,high school,1971-2000,['high school']
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,membership,http://www.wikidata.org/entity/Q180,Wikimedia Foundation,2,charitable organization | medical check-up,1971-2000,"['charitable organization', 'medical check-up']"
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,employment,http://www.wikidata.org/entity/Q104773727,Sovrintendenza capitolina ai beni culturali,1,statutory corporation,1971-2000,['statutory corporation']
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,employment,http://www.wikidata.org/entity/Q29690060,Mediateca Montanari - Memo,3,library of an italian territorial body | media library | public library,1971-2000,"['library of an italian territorial body', 'media library', 'public library']"
http://www.wikidata.org/entity/Q103915905,Tommaso Paiano,1971,employment,http://www.wikidata.org/entity/Q38198797,Biblioteca Federiciana,3,conservation library | library of an italian territorial body | museum,1971-2000,"['conservation library', 'library of an italian territorial body', 'museum']"
http://www.wikidata.org/entity/Q103915921,Giovanni Michetti,1969,employment,http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,2,organization | public university,1941-1970,"['organization', 'public university']"
http://www.wikidata.org/entity/Q104052696,Isabella Massabò Ricci,1937,membership,http://www.wikidata.org/entity/Q2822396,Academy of Sciences of Turin,3,academy of sciences | archive | database,1911-1940,"['academy of sciences', 'archive', 'database']"
http://www.wikidata.org/entity/Q104114186,Julien Feuvrier,1851,membership,http://www.wikidata.org/entity/Q16677214,société d'émulation du Jura,1,learned society,1851-1880,['learned society']
http://www.wikidata.org/entity/Q104114186,Julien Feuvrier,1851,membership,http://www.wikidata.org/entity/Q3488615,French Prehistoric Society,1,learned society,1851-1880,['learned society']
http://www.wikidata.org/entity/Q104114186,Julien Feuvrier,1851,membership,http://www.wikidata.org/entity/Q2822385,"Académie des sciences, belles-lettres et arts de Besançon et de Franche-Comté",1,learned society,1851-1880,['learned society']
http://www.wikidata.org/entity/Q104129136,Odile Gaultier-Voituriez,1969,employment,http://www.wikidata.org/entity/Q2945109,center for History at Sciences Po,3,archive | division of an educational institution | facility,1941-1970,"['archive', 'division of an educational institution', 'facility']"
http://www.wikidata.org/entity/Q104129136,Odile Gaultier-Voituriez,1969,education,http://www.wikidata.org/entity/Q546118,Paris-Sorbonne University - Paris IV,2,former educational institution | university in france,1941-1970,"['former educational institution', 'university in france']"
http://www.wikidata.org/entity/Q104129136,Odile Gaultier-Voituriez,1969,employment,http://www.wikidata.org/entity/Q2945466,CEVIPOF,2,educational institution | french umr,1941-1970,"['educational institution', 'french umr']"
http://www.wikidata.org/entity/Q104129136,Odile Gaultier-Voituriez,1969,education,http://www.wikidata.org/entity/Q859363,Sciences Po,5,academic publisher | grand établissement | grande école | organization | public university,1941-1970,"['academic publisher', 'grand établissement', 'grande école', 'organization', 'public university']"
http://www.wikidata.org/entity/Q104161664,Andrea Becherucci,1962,membership,http://www.wikidata.org/entity/Q25399774,Italian Society for the Study of Modern and Contemporary History,1,professional association,1941-1970,['professional association']
http://www.wikidata.org/entity/Q104205528,Pierre Flückiger,1972,education,http://www.wikidata.org/entity/Q503473,University of Geneva,4,comprehensive university | open-access publisher | organization | public research university,1971-2000,"['comprehensive university', 'open-access publisher', 'organization', 'public research university']"
http://www.wikidata.org/entity/Q104205528,Pierre Flückiger,1972,education,http://www.wikidata.org/entity/Q36188,University of Fribourg,2,comprehensive university | public university,1971-2000,"['comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q104230928,Jacques Grimard,1947,employment,http://www.wikidata.org/entity/Q627969,University of Ottawa,5,open-access publisher | public research university | public university | research university | university in ontario,1941-1970,"['open-access publisher', 'public research university', 'public university', 'research university', 'university in ontario']"
http://www.wikidata.org/entity/Q104230928,Jacques Grimard,1947,education,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,1,university in france,1941-1970,['university in france']
http://www.wikidata.org/entity/Q104230928,Jacques Grimard,1947,education,http://www.wikidata.org/entity/Q2579532,University of Sherbrooke,1,university in quebec,1941-1970,['university in quebec']
http://www.wikidata.org/entity/Q104230928,Jacques Grimard,1947,education,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,2,public university | research institute,1941-1970,"['public university', 'research institute']"
http://www.wikidata.org/entity/Q104383394,Robert Nahuet,1954,education,http://www.wikidata.org/entity/Q1634522,Université du Québec à Montréal,2,autonomous university | university in quebec,1941-1970,"['autonomous university', 'university in quebec']"
http://www.wikidata.org/entity/Q104383394,Robert Nahuet,1954,education,http://www.wikidata.org/entity/Q1067935,Laval University,3,open-access publisher | public research university | university in quebec,1941-1970,"['open-access publisher', 'public research university', 'university in quebec']"
http://www.wikidata.org/entity/Q104383753,Jean-Yves Rousseau,1948,education,http://www.wikidata.org/entity/Q392189,Université de Montréal,2,public research university | university in quebec,1941-1970,"['public research university', 'university in quebec']"
http://www.wikidata.org/entity/Q104383753,Jean-Yves Rousseau,1948,employment,http://www.wikidata.org/entity/Q222738,National Autonomous University of Mexico,3,open-access publisher | public research university | university,1941-1970,"['open-access publisher', 'public research university', 'university']"
http://www.wikidata.org/entity/Q104383753,Jean-Yves Rousseau,1948,employment,http://www.wikidata.org/entity/Q392189,Université de Montréal,2,public research university | university in quebec,1941-1970,"['public research university', 'university in quebec']"
http://www.wikidata.org/entity/Q104383753,Jean-Yves Rousseau,1948,education,http://www.wikidata.org/entity/Q1634522,Université du Québec à Montréal,2,autonomous university | university in quebec,1941-1970,"['autonomous university', 'university in quebec']"
http://www.wikidata.org/entity/Q104401,Walter Hirche,1941,education,http://www.wikidata.org/entity/Q151510,Heidelberg University,6,comprehensive university | open-access publisher | public research university | public university | university campus | university of excellence,1941-1970,"['comprehensive university', 'open-access publisher', 'public research university', 'public university', 'university campus', 'university of excellence']"
http://www.wikidata.org/entity/Q104401,Walter Hirche,1941,membership,http://www.wikidata.org/entity/Q1371235,Q1371235,1,panel,1941-1970,['panel']
http://www.wikidata.org/entity/Q104401,Walter Hirche,1941,membership,http://www.wikidata.org/entity/Q435864,Alte Leipziger Landsmannschaft Afrania,1,landsmannschaft,1941-1970,['landsmannschaft']
http://www.wikidata.org/entity/Q104401,Walter Hirche,1941,membership,http://www.wikidata.org/entity/Q1147735,Verein Deutsche Sprache,2,medical check-up | voluntary association,1941-1970,"['medical check-up', 'voluntary association']"
http://www.wikidata.org/entity/Q104467233,Normand Charbonneau,1956,employment,http://www.wikidata.org/entity/Q39628,Bibliothèque et Archives nationales du Québec,4,government agency | national archives | national library | public library,1941-1970,"['government agency', 'national archives', 'national library', 'public library']"
http://www.wikidata.org/entity/Q104467233,Normand Charbonneau,1956,employment,http://www.wikidata.org/entity/Q913250,Library and Archives Canada,4,library | national archives | national library | open-access repository,1941-1970,"['library', 'national archives', 'national library', 'open-access repository']"
http://www.wikidata.org/entity/Q104468955,Denys Chouinard,1949,education,http://www.wikidata.org/entity/Q1067935,Laval University,3,open-access publisher | public research university | university in quebec,1941-1970,"['open-access publisher', 'public research university', 'university in quebec']"
http://www.wikidata.org/entity/Q104468955,Denys Chouinard,1949,employment,http://www.wikidata.org/entity/Q67387000,University of Montreal - Records Management and Archives Division,2,archive | department,1941-1970,"['archive', 'department']"
http://www.wikidata.org/entity/Q104528029,Jonathan R. H. Pepler,1950,membership,http://www.wikidata.org/entity/Q6483057,Lancashire and Cheshire Antiquarian Society,2,charitable organization | historical society,1941-1970,"['charitable organization', 'historical society']"
http://www.wikidata.org/entity/Q104528029,Jonathan R. H. Pepler,1950,membership,http://www.wikidata.org/entity/Q51561066,Record Society of Lancashire and Cheshire,2,historical society | organization,1941-1970,"['historical society', 'organization']"
http://www.wikidata.org/entity/Q104536210,María Luisa Conde Villaverde,1947,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1941-1970,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104536247,Maria-Mercè Costa i Paretas,1923,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104536247,Maria-Mercè Costa i Paretas,1923,employment,http://www.wikidata.org/entity/Q3571546,General Archive of the Crown of Aragon,1,archive,1911-1940,['archive']
http://www.wikidata.org/entity/Q104536589,Hortensia Lo Cascio-Loureiro,1911,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104536589,Hortensia Lo Cascio-Loureiro,1911,education,http://www.wikidata.org/entity/Q5917707,Instituto San Isidro,2,building | ies,1911-1940,"['building', 'ies']"
http://www.wikidata.org/entity/Q104536589,Hortensia Lo Cascio-Loureiro,1911,education,http://www.wikidata.org/entity/Q21705070,Universidad Central,4,higher education institution | public university | replaced entity | university,1911-1940,"['higher education institution', 'public university', 'replaced entity', 'university']"
http://www.wikidata.org/entity/Q104536989,Asunción Martínez Bara,1904,employment,http://www.wikidata.org/entity/Q750403,Biblioteca Nacional de España,3,main library | national library | public library,1881-1910,"['main library', 'national library', 'public library']"
http://www.wikidata.org/entity/Q104536989,Asunción Martínez Bara,1904,employment,http://www.wikidata.org/entity/Q15547069,Historical Provincial Archive of Huesca,1,archive,1881-1910,['archive']
http://www.wikidata.org/entity/Q104536989,Asunción Martínez Bara,1904,education,http://www.wikidata.org/entity/Q633561,University of Zaragoza,3,open-access publisher | public university | university,1881-1910,"['open-access publisher', 'public university', 'university']"
http://www.wikidata.org/entity/Q104536989,Asunción Martínez Bara,1904,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104537182,José Antonio Martínez Bara,1916,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1911-1940,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104546277,Rosa Rodríguez Troncoso,1906,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104546277,Rosa Rodríguez Troncoso,1906,membership,http://www.wikidata.org/entity/Q2720582,Royal Academy of History,3,academy | archive | publishing company,1881-1910,"['academy', 'archive', 'publishing company']"
http://www.wikidata.org/entity/Q104546887,María Almudévar y Lorenzo,1895,education,http://www.wikidata.org/entity/Q24685998,Instituto Cardenal Cisneros,1,ies,1881-1910,['ies']
http://www.wikidata.org/entity/Q104546887,María Almudévar y Lorenzo,1895,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104552294,Julia Herráez Sánchez de Escariche,1904,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104552887,María Victoria González Mateos,1908,employment,http://www.wikidata.org/entity/Q1768002,National Historical Archive,2,archive | national archives,1881-1910,"['archive', 'national archives']"
http://www.wikidata.org/entity/Q104552887,María Victoria González Mateos,1908,employment,http://www.wikidata.org/entity/Q283349,Royal Library of Madrid,2,main library | national library,1881-1910,"['main library', 'national library']"
http://www.wikidata.org/entity/Q104552887,María Victoria González Mateos,1908,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104553045,Julia Ysasi-Ysasmendi,1903,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104553092,María Luisa Poves Bárcenas,1908,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104553320,María Buj Luna,1906,education,http://www.wikidata.org/entity/Q13049019,Faculty of Philosophy and Letters of the University of Zaragoza,2,faculty of humanities | philosophy faculty,1881-1910,"['faculty of humanities', 'philosophy faculty']"
http://www.wikidata.org/entity/Q104553320,María Buj Luna,1906,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q104553320,María Buj Luna,1906,employment,http://www.wikidata.org/entity/Q11909322,Universitat de Barcelona. Biblioteca,3,academic library | learning resource centre | library network,1881-1910,"['academic library', 'learning resource centre', 'library network']"
http://www.wikidata.org/entity/Q104578967,Atanasio Morlesín y Soto,1855,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1851-1880,"['corporation', 'organization']"
