uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q2572535,Wilhelm Engel,1905,employment,http://www.wikidata.org/entity/Q161976,University of Würzburg,2,comprehensive university | public university,1881-1910,"['comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q2572535,Wilhelm Engel,1905,education,http://www.wikidata.org/entity/Q153978,University of Tübingen,6,comprehensive university | open-access publisher | organization | public research university | public university | university of excellence,1881-1910,"['comprehensive university', 'open-access publisher', 'organization', 'public research university', 'public university', 'university of excellence']"
http://www.wikidata.org/entity/Q2573440,Wilhelm Janssen,1933,education,http://www.wikidata.org/entity/Q636031,Archivschule Marburg,3,landesbetrieb | public university | university of applied sciences,1911-1940,"['landesbetrieb', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q2573440,Wilhelm Janssen,1933,employment,http://www.wikidata.org/entity/Q152171,University of Bonn,6,comprehensive university | local internet registry | public research university | public university | publishing company | university of excellence,1911-1940,"['comprehensive university', 'local internet registry', 'public research university', 'public university', 'publishing company', 'university of excellence']"
http://www.wikidata.org/entity/Q2573831,Wilhelm Kähler,1905,membership,http://www.wikidata.org/entity/Q1399061,Socialist Worker Youth,1,juvenile political organization,1881-1910,['juvenile political organization']
http://www.wikidata.org/entity/Q2574309,Wilhelm Nauhaus,1899,education,http://www.wikidata.org/entity/Q124354,Bauhaus,4,architectural style | art movement | arts educational institution | institution,1881-1910,"['architectural style', 'art movement', 'arts educational institution', 'institution']"
http://www.wikidata.org/entity/Q2575659,Wilhelm Wiegand,1851,education,http://www.wikidata.org/entity/Q20808141,University of Strasbourg,1,university,1851-1880,['university']
http://www.wikidata.org/entity/Q2575659,Wilhelm Wiegand,1851,membership,http://www.wikidata.org/entity/Q1307968,Q1307968,1,burschenschaft,1851-1880,['burschenschaft']
http://www.wikidata.org/entity/Q2575659,Wilhelm Wiegand,1851,education,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1851-1880,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q2575659,Wilhelm Wiegand,1851,employment,http://www.wikidata.org/entity/Q20808141,University of Strasbourg,1,university,1851-1880,['university']
http://www.wikidata.org/entity/Q2575659,Wilhelm Wiegand,1851,education,http://www.wikidata.org/entity/Q154804,Leipzig University,4,comprehensive university | open-access publisher | public university | university of applied sciences,1851-1880,"['comprehensive university', 'open-access publisher', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q2579284,Joseph Cuvelier,1869,education,http://www.wikidata.org/entity/Q1334582,University of Liège,3,open-access publisher | organization | public university,1851-1880,"['open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q2579284,Joseph Cuvelier,1869,membership,http://www.wikidata.org/entity/Q1268453,Koninklijke Academie voor Nederlandse Taal- en Letterkunde,1,language regulator,1851-1880,['language regulator']
http://www.wikidata.org/entity/Q2579903,Rick Prelinger,1953,employment,http://www.wikidata.org/entity/Q7240038,Prelinger Library,1,library,1941-1970,['library']
http://www.wikidata.org/entity/Q2579903,Rick Prelinger,1953,employment,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz",2,public educational institution of the united states | university campus,1941-1970,"['public educational institution of the united states', 'university campus']"
http://www.wikidata.org/entity/Q2581912,Willy Flach,1903,membership,http://www.wikidata.org/entity/Q414379,Academy of Science for Public Utility,2,academy of sciences | national academy,1881-1910,"['academy of sciences', 'national academy']"
http://www.wikidata.org/entity/Q2581912,Willy Flach,1903,employment,http://www.wikidata.org/entity/Q154561,Friedrich Schiller University Jena,3,collection | comprehensive university | public university,1881-1910,"['collection', 'comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q2581912,Willy Flach,1903,membership,http://www.wikidata.org/entity/Q451079,Saxon Academy of Sciences and Humanities,2,academy of sciences | research institute,1881-1910,"['academy of sciences', 'research institute']"
http://www.wikidata.org/entity/Q2581912,Willy Flach,1903,employment,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1881-1910,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q2588521,Wolf-Heino Struck,1911,employment,http://www.wikidata.org/entity/Q50662,Goethe University Frankfurt,4,comprehensive university | local internet registry | organization | public university,1911-1940,"['comprehensive university', 'local internet registry', 'organization', 'public university']"
http://www.wikidata.org/entity/Q2590382,Wolfgang Laur,1921,membership,http://www.wikidata.org/entity/Q12360160,Baltic Historical Commission,2,historical commission for eastern europe | learned society,1911-1940,"['historical commission for eastern europe', 'learned society']"
http://www.wikidata.org/entity/Q2592007,Wolfram Angerbauer,1938,membership,http://www.wikidata.org/entity/Q23787941,Tübinger Wingolf,1,studentenverbindung,1911-1940,['studentenverbindung']
http://www.wikidata.org/entity/Q25928127,Gerald Wiemers,1941,employment,http://www.wikidata.org/entity/Q154804,Leipzig University,4,comprehensive university | open-access publisher | public university | university of applied sciences,1941-1970,"['comprehensive university', 'open-access publisher', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q25932222,Eugène Déprez,1874,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1851-1880,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q25932222,Eugène Déprez,1874,employment,http://www.wikidata.org/entity/Q1987282,University of Rennes,1,university in france,1851-1880,['university in france']
http://www.wikidata.org/entity/Q25932222,Eugène Déprez,1874,employment,http://www.wikidata.org/entity/Q273542,French School of Rome,3,educational institution | publishing company | research institute,1851-1880,"['educational institution', 'publishing company', 'research institute']"
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,membership,http://www.wikidata.org/entity/Q337526,Académie des Inscriptions et Belles-Lettres,1,art academy,1851-1880,['art academy']
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,membership,http://www.wikidata.org/entity/Q3487972,Société de l’histoire de France,1,learned society,1851-1880,['learned society']
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,employment,http://www.wikidata.org/entity/Q209842,University of Paris,2,former entity | university in france,1851-1880,"['former entity', 'university in france']"
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,membership,http://www.wikidata.org/entity/Q1162009,Medieval Academy of America,3,historical society | learned society | medical check-up,1851-1880,"['historical society', 'learned society', 'medical check-up']"
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,employment,http://www.wikidata.org/entity/Q770639,University of Douai,1,university,1851-1880,['university']
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,education,http://www.wikidata.org/entity/Q209842,University of Paris,2,former entity | university in france,1851-1880,"['former entity', 'university in france']"
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,employment,http://www.wikidata.org/entity/Q776223,University of Montpellier,1,university in france,1851-1880,['university in france']
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,membership,http://www.wikidata.org/entity/Q2985434,Comité des Travaux Historiques et Scientifiques,2,database | learned society,1851-1880,"['database', 'learned society']"
http://www.wikidata.org/entity/Q2606667,Charles-Victor Langlois,1863,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1851-1880,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q26178941,Auguste Le Sourd,1875,education,http://www.wikidata.org/entity/Q1878600,Lycée Henri-IV,2,educational facility | educational institution,1851-1880,"['educational facility', 'educational institution']"
http://www.wikidata.org/entity/Q26178941,Auguste Le Sourd,1875,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1851-1880,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q26212486,Mary G. Bryan,1910,education,http://www.wikidata.org/entity/Q621043,Emory University,2,private not-for-profit educational institution | private university,1881-1910,"['private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q26212486,Mary G. Bryan,1910,education,http://www.wikidata.org/entity/Q6924822,Mount de Sales Academy,1,school,1881-1910,['school']
http://www.wikidata.org/entity/Q26213395,Virginia C. Purdy,1922,education,http://www.wikidata.org/entity/Q1024426,University of South Carolina,3,public educational institution of the united states | public university | research university,1911-1940,"['public educational institution of the united states', 'public university', 'research university']"
http://www.wikidata.org/entity/Q26213544,Alessandra Contini,1951,employment,http://www.wikidata.org/entity/Q1245999,University of Siena,3,archive | open-access publisher | university,1941-1970,"['archive', 'open-access publisher', 'university']"
http://www.wikidata.org/entity/Q26213544,Alessandra Contini,1951,employment,http://www.wikidata.org/entity/Q820887,University of Florence,2,archive | university,1941-1970,"['archive', 'university']"
http://www.wikidata.org/entity/Q26213544,Alessandra Contini,1951,employment,http://www.wikidata.org/entity/Q2303527,University of Teramo,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q26213544,Alessandra Contini,1951,education,http://www.wikidata.org/entity/Q820887,University of Florence,2,archive | university,1941-1970,"['archive', 'university']"
http://www.wikidata.org/entity/Q26215237,Dolores Renze,1907,education,http://www.wikidata.org/entity/Q168000,American University,3,private not-for-profit educational institution | private university | research university,1881-1910,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q26215237,Dolores Renze,1907,education,http://www.wikidata.org/entity/Q519427,University of Denver,3,private not-for-profit educational institution | private university | research university,1881-1910,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q26220512,Brenda Banks,1949,education,http://www.wikidata.org/entity/Q7575916,Spelman College,3,historically black college or university | private not-for-profit educational institution | women's college in the united states,1941-1970,"['historically black college or university', 'private not-for-profit educational institution', ""women's college in the united states""]"
http://www.wikidata.org/entity/Q26220753,Margaret M. H. Finch,1878,employment,http://www.wikidata.org/entity/Q48525,Federal Government of the United States,1,federal government,1851-1880,['federal government']
http://www.wikidata.org/entity/Q26220769,Elizabeth Hamer Kegan,1912,education,http://www.wikidata.org/entity/Q1150105,University of Tennessee,7,land-grant university | neighborhood | public educational institution of the united states | public university | research university | sun grant institution | university,1911-1940,"['land-grant university', 'neighborhood', 'public educational institution of the united states', 'public university', 'research university', 'sun grant institution', 'university']"
http://www.wikidata.org/entity/Q26220846,Raimund Locicnik,1955,education,http://www.wikidata.org/entity/Q15115377,HTL Krems,1,school,1941-1970,['school']
http://www.wikidata.org/entity/Q26260410,Gertrude Enderle-Burcel,1950,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q26262079,Lajos Glaser,1903,education,http://www.wikidata.org/entity/Q390287,Eötvös Loránd University,2,open-access publisher | public research university,1881-1910,"['open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q26262527,Jan Lokers,1958,employment,http://www.wikidata.org/entity/Q635538,Archive of the Hanseatic City of Lübeck,1,municipal archive,1941-1970,['municipal archive']
http://www.wikidata.org/entity/Q26262527,Jan Lokers,1958,education,http://www.wikidata.org/entity/Q156725,University of Hamburg,3,comprehensive university | public university | university of excellence,1941-1970,"['comprehensive university', 'public university', 'university of excellence']"
http://www.wikidata.org/entity/Q26262527,Jan Lokers,1958,membership,http://www.wikidata.org/entity/Q106493118,Verein für Lübeckische Geschichte und Altertumskunde,1,historical society,1941-1970,['historical society']
http://www.wikidata.org/entity/Q26269550,Robert Rill,1960,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q2636347,Gunnhild Tvinnereim,1965,membership,http://www.wikidata.org/entity/Q287997,Oslo Gospel Choir,1,musical group,1941-1970,['musical group']
http://www.wikidata.org/entity/Q2636438,Alain Guerreau,1948,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1941-1970,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q2636438,Alain Guerreau,1948,employment,http://www.wikidata.org/entity/Q280413,National Center for Scientific Research,4,open-access publisher | organization | public research institution in france | research institute,1941-1970,"['open-access publisher', 'organization', 'public research institution in france', 'research institute']"
http://www.wikidata.org/entity/Q2637717,Albert Bruckner,1904,membership,http://www.wikidata.org/entity/Q1162009,Medieval Academy of America,3,historical society | learned society | medical check-up,1881-1910,"['historical society', 'learned society', 'medical check-up']"
http://www.wikidata.org/entity/Q2637717,Albert Bruckner,1904,employment,http://www.wikidata.org/entity/Q372608,University of Basel,3,comprehensive university | open-access publisher | public research university,1881-1910,"['comprehensive university', 'open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q2638058,Albert Gümbel,1866,membership,http://www.wikidata.org/entity/Q2253579,Schwarzburgbund,1,korporationsverband,1851-1880,['korporationsverband']
http://www.wikidata.org/entity/Q2638058,Albert Gümbel,1866,membership,http://www.wikidata.org/entity/Q2205246,SBV Nordalbingia Leipzig,1,voluntary association,1851-1880,['voluntary association']
http://www.wikidata.org/entity/Q2638170,Albert Huyskens,1879,employment,http://www.wikidata.org/entity/Q273263,RWTH Aachen University,3,local internet registry | public university | university of excellence,1851-1880,"['local internet registry', 'public university', 'university of excellence']"
http://www.wikidata.org/entity/Q2639583,Albin Angerer,1885,membership,http://www.wikidata.org/entity/Q1135083,Corps Teutonia Marburg,1,german student corps,1881-1910,['german student corps']
http://www.wikidata.org/entity/Q2639583,Albin Angerer,1885,membership,http://www.wikidata.org/entity/Q1134959,Corps Moenania Würzburg,1,german student corps,1881-1910,['german student corps']
http://www.wikidata.org/entity/Q2644434,Alfons Nowack,1868,education,http://www.wikidata.org/entity/Q14911880,Catholic seminary,2,type of educational institution | type of roman catholic institution,1851-1880,"['type of educational institution', 'type of roman catholic institution']"
http://www.wikidata.org/entity/Q2644434,Alfons Nowack,1868,education,http://www.wikidata.org/entity/Q315658,University of Wrocław,2,open-access publisher | university,1851-1880,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q26461712,Otto Friedrich Winter,1918,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q26462665,Rainer Egger,1935,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q26464920,Wilhelm Kraus,1900,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1881-1910,['university']
http://www.wikidata.org/entity/Q26467422,Walter Wagner,1923,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q26468448,Erich Hillbrand,1926,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q2647512,Alkuin Volker Schachenmayr,1969,employment,http://www.wikidata.org/entity/Q161976,University of Würzburg,2,comprehensive university | public university,1941-1970,"['comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q26482763,Christoph Tepperberg,1952,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q2653111,Anna-Dorothee von den Brincken,1932,membership,http://www.wikidata.org/entity/Q414379,Academy of Science for Public Utility,2,academy of sciences | national academy,1911-1940,"['academy of sciences', 'national academy']"
http://www.wikidata.org/entity/Q2653111,Anna-Dorothee von den Brincken,1932,employment,http://www.wikidata.org/entity/Q54096,University of Cologne,4,comprehensive university | local internet registry | open-access publisher | public university,1911-1940,"['comprehensive university', 'local internet registry', 'open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q2657338,Arie Altena,1966,education,http://www.wikidata.org/entity/Q1682433,Jan van Eyck Academie,3,art academy | building | open-access publisher,1941-1970,"['art academy', 'building', 'open-access publisher']"
http://www.wikidata.org/entity/Q2670055,Clemens Bauer,1899,employment,http://www.wikidata.org/entity/Q153987,University of Freiburg,3,comprehensive university | open-access publisher | public university,1881-1910,"['comprehensive university', 'open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q2670055,Clemens Bauer,1899,employment,http://www.wikidata.org/entity/Q55044,Ludwig-Maximilians-Universität München,4,comprehensive university | public research university | public university | university of excellence,1881-1910,"['comprehensive university', 'public research university', 'public university', 'university of excellence']"
http://www.wikidata.org/entity/Q2670055,Clemens Bauer,1899,membership,http://www.wikidata.org/entity/Q278468,AV Guestfalia Tübingen,1,"studentenverbindung, catholic",1881-1910,"['studentenverbindung, catholic']"
http://www.wikidata.org/entity/Q2670055,Clemens Bauer,1899,membership,http://www.wikidata.org/entity/Q135972,ZDF Television Council,1,broadcasting board,1881-1910,['broadcasting board']
http://www.wikidata.org/entity/Q26703236,Elizabeth Yakel,1960,employment,http://www.wikidata.org/entity/Q230492,University of Michigan,2,public educational institution of the united states | public research university,1941-1970,"['public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q26703236,Elizabeth Yakel,1960,education,http://www.wikidata.org/entity/Q49114,Brown University,5,academic publisher | colonial colleges | private not-for-profit educational institution | private university | research university,1941-1970,"['academic publisher', 'colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q26703236,Elizabeth Yakel,1960,education,http://www.wikidata.org/entity/Q230492,University of Michigan,2,public educational institution of the united states | public research university,1941-1970,"['public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q26703236,Elizabeth Yakel,1960,employment,http://www.wikidata.org/entity/Q7895773,University of Michigan School of Information,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q2678425,Anton Koch,1923,membership,http://www.wikidata.org/entity/Q253439,Royal Netherlands Academy of Arts and Sciences,4,academic publisher | academy of sciences | national academy | zelfstandig bestuursorgaan,1911-1940,"['academic publisher', 'academy of sciences', 'national academy', 'zelfstandig bestuursorgaan']"
http://www.wikidata.org/entity/Q26820834,Friedrich Walter,1896,employment,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1881-1910,['university']
http://www.wikidata.org/entity/Q26820834,Friedrich Walter,1896,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1881-1910,['university']
http://www.wikidata.org/entity/Q26832669,Andrzej Kopiczko,1958,employment,http://www.wikidata.org/entity/Q9380821,Higher School of Pedagogy in Olsztyn,1,higher education institution,1941-1970,['higher education institution']
http://www.wikidata.org/entity/Q26832669,Andrzej Kopiczko,1958,education,http://www.wikidata.org/entity/Q25404328,Katolicki Uniwersytet Lubelski Jana Pawła II. Wydział Teologii,2,catholic theological faculty | faculty,1941-1970,"['catholic theological faculty', 'faculty']"
http://www.wikidata.org/entity/Q2683621,Jan Ernst Heeres,1858,employment,http://www.wikidata.org/entity/Q62604589,Indische Instelling,1,higher education institution,1851-1880,['higher education institution']
http://www.wikidata.org/entity/Q2683621,Jan Ernst Heeres,1858,employment,http://www.wikidata.org/entity/Q156598,Leiden University,2,organization | university,1851-1880,"['organization', 'university']"
http://www.wikidata.org/entity/Q26944938,August Burckhardt-Brandenberg,1896,education,http://www.wikidata.org/entity/Q152838,University of Göttingen,5,campus university | comprehensive university | medical check-up | public university | stiftungshochschule,1881-1910,"['campus university', 'comprehensive university', 'medical check-up', 'public university', 'stiftungshochschule']"
http://www.wikidata.org/entity/Q26944938,August Burckhardt-Brandenberg,1896,education,http://www.wikidata.org/entity/Q372608,University of Basel,3,comprehensive university | open-access publisher | public research university,1881-1910,"['comprehensive university', 'open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q26944938,August Burckhardt-Brandenberg,1896,education,http://www.wikidata.org/entity/Q658975,University of Lausanne,2,comprehensive university | public university,1881-1910,"['comprehensive university', 'public university']"
http://www.wikidata.org/entity/Q26973089,Janusz Łosowski,1957,employment,http://www.wikidata.org/entity/Q1613719,Maria Curie-Skłodowska University,2,open-access publisher | public university,1941-1970,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q26973089,Janusz Łosowski,1957,education,http://www.wikidata.org/entity/Q1613719,Maria Curie-Skłodowska University,2,open-access publisher | public university,1941-1970,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q26973714,Jaume Riera i Sans,1941,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1941-1970,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q26973714,Jaume Riera i Sans,1941,employment,http://www.wikidata.org/entity/Q3571546,General Archive of the Crown of Aragon,1,archive,1941-1970,['archive']
http://www.wikidata.org/entity/Q26973714,Jaume Riera i Sans,1941,education,http://www.wikidata.org/entity/Q219615,University of Barcelona,4,educational organization | open-access publisher | public university | publishing company,1941-1970,"['educational organization', 'open-access publisher', 'public university', 'publishing company']"
http://www.wikidata.org/entity/Q26973714,Jaume Riera i Sans,1941,education,http://www.wikidata.org/entity/Q9075933,Seminario Conciliar de Barcelona,1,seminary,1941-1970,['seminary']
http://www.wikidata.org/entity/Q26997141,Masatō Kodama,1925,education,http://www.wikidata.org/entity/Q11524880,Tokyo University of Education,1,national university,1911-1940,['national university']
http://www.wikidata.org/entity/Q27030901,Clemens Heitmann,1969,education,http://www.wikidata.org/entity/Q636031,Archivschule Marburg,3,landesbetrieb | public university | university of applied sciences,1941-1970,"['landesbetrieb', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q27044036,Gergely Csiffáry,1948,education,http://www.wikidata.org/entity/Q903092,University of Debrecen,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q27062768,Fritz Posch,1911,membership,http://www.wikidata.org/entity/Q299015,Austrian Academy of Sciences,3,academy of sciences | collection | national academy,1911-1940,"['academy of sciences', 'collection', 'national academy']"
http://www.wikidata.org/entity/Q27062768,Fritz Posch,1911,employment,http://www.wikidata.org/entity/Q622683,University of Graz,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q27062768,Fritz Posch,1911,education,http://www.wikidata.org/entity/Q622683,University of Graz,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q27062768,Fritz Posch,1911,employment,http://www.wikidata.org/entity/Q2339154,Styrian state archive,2,archive | monastery,1911-1940,"['archive', 'monastery']"
http://www.wikidata.org/entity/Q27074167,Anton Ivanovič Nikolʹskij,1857,education,http://www.wikidata.org/entity/Q4360209,The Imperial Saint Petersburg Archaeological Institute,1,higher education institution,1851-1880,['higher education institution']
http://www.wikidata.org/entity/Q27074167,Anton Ivanovič Nikolʹskij,1857,education,http://www.wikidata.org/entity/Q28729082,Imperial St. Petersburg University,1,imperial university of the russian empire,1851-1880,['imperial university of the russian empire']
http://www.wikidata.org/entity/Q27147979,Richard Ranft,1950,employment,http://www.wikidata.org/entity/Q23308,British Library,7,library building | national library | non-departmental public body | reference library | research library | tourist attraction | universal library,1941-1970,"['library building', 'national library', 'non-departmental public body', 'reference library', 'research library', 'tourist attraction', 'universal library']"
http://www.wikidata.org/entity/Q27189016,Maria Trojanowska,1947,education,http://www.wikidata.org/entity/Q1613719,Maria Curie-Skłodowska University,2,open-access publisher | public university,1941-1970,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q27189016,Maria Trojanowska,1947,employment,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,2,catholic university | university,1941-1970,"['catholic university', 'university']"
http://www.wikidata.org/entity/Q27189018,Janina Gawrysiak,1939,education,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,2,catholic university | university,1911-1940,"['catholic university', 'university']"
http://www.wikidata.org/entity/Q27189018,Janina Gawrysiak,1939,employment,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,2,catholic university | university,1911-1940,"['catholic university', 'university']"
http://www.wikidata.org/entity/Q272189,Régine Pernoud,1909,membership,http://www.wikidata.org/entity/Q3487972,Société de l’histoire de France,1,learned society,1881-1910,['learned society']
http://www.wikidata.org/entity/Q272189,Régine Pernoud,1909,education,http://www.wikidata.org/entity/Q273534,École du Louvre,4,art academy | grande école | higher education institution | open-access publisher,1881-1910,"['art academy', 'grande école', 'higher education institution', 'open-access publisher']"
http://www.wikidata.org/entity/Q272189,Régine Pernoud,1909,membership,http://www.wikidata.org/entity/Q2822402,Academy of Morvan,1,learned society,1881-1910,['learned society']
http://www.wikidata.org/entity/Q272189,Régine Pernoud,1909,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1881-1910,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q2735498,Dieudonné Brouwers,1874,education,http://www.wikidata.org/entity/Q1334582,University of Liège,3,open-access publisher | organization | public university,1851-1880,"['open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q27503566,Janusz Kania,1946,employment,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,2,catholic university | university,1941-1970,"['catholic university', 'university']"
http://www.wikidata.org/entity/Q27503566,Janusz Kania,1946,education,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,2,catholic university | university,1941-1970,"['catholic university', 'university']"
http://www.wikidata.org/entity/Q27535600,Suzanne d'Huart,1923,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1911-1940,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q2755109,Barbara Frale,1970,education,http://www.wikidata.org/entity/Q1780458,University of Tuscia,1,university,1941-1970,['university']
http://www.wikidata.org/entity/Q27625908,Hanns Kreczi,1912,education,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1911-1940,['university']
http://www.wikidata.org/entity/Q27661983,Bert van den Braak,1958,employment,http://www.wikidata.org/entity/Q16873232,Parlementair Documentatie Centrum,1,institute,1941-1970,['institute']
http://www.wikidata.org/entity/Q27661983,Bert van den Braak,1958,employment,http://www.wikidata.org/entity/Q156598,Leiden University,2,organization | university,1941-1970,"['organization', 'university']"
http://www.wikidata.org/entity/Q27661983,Bert van den Braak,1958,education,http://www.wikidata.org/entity/Q156598,Leiden University,2,organization | university,1941-1970,"['organization', 'university']"
http://www.wikidata.org/entity/Q27886503,Miriam Weiner,1942,education,http://www.wikidata.org/entity/Q640652,University of Oklahoma,3,public educational institution of the united states | public research university | university,1941-1970,"['public educational institution of the united states', 'public research university', 'university']"
http://www.wikidata.org/entity/Q27886503,Miriam Weiner,1942,education,http://www.wikidata.org/entity/Q7099536,Orange Coast College,2,community college | public educational institution of the united states,1941-1970,"['community college', 'public educational institution of the united states']"
http://www.wikidata.org/entity/Q27886503,Miriam Weiner,1942,employment,http://www.wikidata.org/entity/Q272253,Bobbie Gentry,2,human | person,1941-1970,"['human', 'person']"
http://www.wikidata.org/entity/Q27886503,Miriam Weiner,1942,education,http://www.wikidata.org/entity/Q7781988,Theodore Roosevelt High School,2,high school | school building,1941-1970,"['high school', 'school building']"
http://www.wikidata.org/entity/Q27886503,Miriam Weiner,1942,education,http://www.wikidata.org/entity/Q5374138,Empire State College,2,college | public educational institution of the united states,1941-1970,"['college', 'public educational institution of the united states']"
http://www.wikidata.org/entity/Q27886503,Miriam Weiner,1942,employment,http://www.wikidata.org/entity/Q7099590,Orange County Sheriff's Department,1,law enforcement agency,1941-1970,['law enforcement agency']
http://www.wikidata.org/entity/Q27886503,Miriam Weiner,1942,education,http://www.wikidata.org/entity/Q5305629,Drake University,2,private not-for-profit educational institution | private university,1941-1970,"['private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q27941785,Heike Gfrereis,1968,education,http://www.wikidata.org/entity/Q122453,University of Stuttgart,4,local internet registry | open-access publisher | organization | public university,1941-1970,"['local internet registry', 'open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q27941785,Heike Gfrereis,1968,employment,http://www.wikidata.org/entity/Q1205813,German Literature Archive Marbach,4,catalogue | library | literary archive | literary museum,1941-1970,"['catalogue', 'library', 'literary archive', 'literary museum']"
